pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,st_teff,st_mass,st_rad,pl_trandur,pl_ratdor
Kepler-1639,Transit,1,9.87848200,,,,0.230,6150.00,1.12,1.18,0.1283700,
Kepler-164,Transit,3,5.03503000,0.058000,,,0.126,5888.00,,1.15,0.0687000,
Kepler-164,Transit,3,10.94572300,0.097000,,,0.244,5888.00,,1.15,0.1252000,
Kepler-164,Transit,3,28.98676900,0.187000,,,0.219,5888.00,,1.15,0.1435000,
Kepler-1640,Transit,1,7.58441260,,,,0.430,6324.00,1.27,1.43,0.1588000,
Kepler-1641,Transit,2,19.67226600,,,,0.277,6152.00,1.12,1.19,0.1985800,
Kepler-1641,Transit,2,32.65721200,,,,0.263,6152.00,1.12,1.19,0.2492500,
Kepler-1642,Transit,2,12.20575130,,,,0.285,5355.00,0.88,0.84,0.1022500,
Kepler-1642,Transit,2,6.65138020,,,,0.237,5355.00,0.88,0.84,0.0889830,
Kepler-1643,Transit,1,5.34264507,,,,0.205,5508.00,0.92,0.88,0.1000400,
Kepler-1644,Transit,1,21.09077580,,,,0.168,5499.00,0.89,0.86,0.1928700,
Kepler-1645,Transit,1,16.17795610,,,,0.159,5812.00,1.02,1.02,0.2195400,
Kepler-1646,Transit,1,4.48558383,,,,0.110,3299.00,0.24,0.26,0.0342000,
Kepler-1647,Transit,1,1107.59230000,2.720500,0.058100,1.51968,1.059,6210.00,1.22,1.79,,
Kepler-1649,Transit,1,8.68909000,0.051400,0.000000,,0.096,3240.00,0.22,0.25,0.0431542,60.600000
Kepler-165,Transit,2,8.18084800,0.072000,,,0.207,5211.00,,0.77,0.1195000,
Kepler-165,Transit,2,15.31299000,0.110000,,,0.199,5211.00,,0.77,0.1262000,
Kepler-1650,Transit,1,1.53818001,,0.010000,,0.086,3410.00,0.33,0.33,,
Kepler-1651,Transit,1,9.87863917,,0.130000,,0.164,3713.00,0.52,0.50,,
Kepler-1652,Transit,1,38.09722000,0.165400,,,0.143,3638.00,0.40,0.38,0.1350000,91.000000
Kepler-1653,Transit,1,140.25240000,0.470600,,,0.194,4807.00,0.72,0.69,0.2750000,146.700000
Kepler-1654,Transit,1,1047.83560000,2.026000,0.260000,0.50000,0.819,5597.00,1.01,1.18,0.9580000,370.300000
Kepler-1655,Transit,1,11.87287870,0.103000,,0.01573,0.197,6148.00,1.03,1.03,,20.500000
Kepler-1656,Transit,1,31.57865900,0.197000,0.836000,0.15291,0.448,5731.00,1.03,1.10,,38.700000
Kepler-1658,Transit,1,3.84937278,0.054400,0.062800,5.88000,1.070,6216.00,1.45,2.89,0.1083333,4.040000
Kepler-166,Transit,3,7.65025400,0.072000,,,0.203,5413.00,,0.74,0.1145000,
Kepler-166,Transit,3,34.26028100,0.195000,,,0.212,5413.00,,0.74,0.2017000,
Kepler-166,Transit,3,1.55400393,,,,0.154,5413.00,,0.74,0.0737330,
Kepler-167,Transit,4,4.39316320,0.048300,0.000000,,0.144,4890.00,0.77,0.73,0.0979167,14.330000
Kepler-167,Transit,4,7.40611400,0.068400,0.000000,,0.138,4890.00,0.77,0.73,0.1144167,20.300000
Kepler-167,Transit,4,21.80385500,0.140500,0.120000,,0.107,4890.00,0.77,0.73,0.1492500,41.700000
Kepler-167,Transit,4,1071.23228000,1.890000,0.062000,,0.906,4890.00,0.77,0.73,0.6720833,560.000000
Kepler-168,Transit,2,4.42539100,0.056000,,,0.130,6282.00,,1.11,0.1464000,
Kepler-168,Transit,2,13.19324200,0.116000,,,0.240,6282.00,,1.11,0.2057000,
Kepler-169,Transit,5,3.25061900,0.040000,,,0.101,4997.00,,0.76,0.0890000,
Kepler-169,Transit,5,6.19546900,0.062000,,,0.108,4997.00,,0.76,0.1273000,
Kepler-169,Transit,5,8.34812500,0.075000,,,0.112,4997.00,,0.76,0.1163000,
Kepler-169,Transit,5,13.76710200,0.105000,,,0.196,4997.00,,0.76,0.1213000,
Kepler-169,Transit,5,87.09019500,0.359000,,,0.230,4997.00,,0.76,0.2630000,
Kepler-17,Transit,1,1.48571080,0.025910,0.011000,2.45000,1.310,5781.00,1.16,1.05,0.0948500,5.480000
Kepler-170,Transit,2,7.93059200,0.080000,,,0.285,5679.00,,1.03,0.1533000,
Kepler-170,Transit,2,16.66586300,0.131000,,,0.255,5679.00,,1.03,0.1750000,
Kepler-171,Transit,3,4.16697200,0.050000,,,0.209,5642.00,,0.84,0.1142000,
Kepler-171,Transit,3,11.46346200,0.098000,,,0.228,5642.00,,0.84,0.1069000,
Kepler-171,Transit,3,39.59551900,0.223000,,,0.169,5642.00,,0.84,0.2631000,
Kepler-172,Transit,4,2.94030900,0.040000,,,0.210,5526.00,,1.08,0.1081000,
Kepler-172,Transit,4,6.38899600,0.068000,,,0.255,5526.00,,1.08,0.1412000,
Kepler-172,Transit,4,14.62711900,0.118000,,,0.201,5526.00,,1.08,0.1475000,
Kepler-172,Transit,4,35.11873600,0.211000,,,0.246,5526.00,,1.08,0.1483000,
Kepler-173,Transit,2,4.26374200,0.048000,,,0.115,6031.00,,0.95,0.0942000,
Kepler-173,Transit,2,8.00577700,0.074000,,,0.217,6031.00,,0.95,0.1304000,
Kepler-174,Transit,3,13.98179000,0.100000,,,0.175,4880.00,,0.62,0.1224000,
Kepler-174,Transit,3,44.00052900,0.214000,,,0.133,4880.00,,0.62,0.2157000,
Kepler-174,Transit,3,247.35373000,0.677000,,,0.195,4880.00,,0.62,0.3655000,
Kepler-175,Transit,2,11.90351500,0.105000,,,0.228,6064.00,,1.01,0.1756000,
Kepler-175,Transit,2,34.03525700,0.213000,,,0.277,6064.00,,1.01,0.2940000,
Kepler-176,Transit,4,5.43307400,0.058000,,,0.128,5232.00,,0.89,0.1003000,
Kepler-176,Transit,4,12.75971200,0.102000,,,0.232,5232.00,,0.89,0.1475000,
Kepler-176,Transit,4,25.75197400,0.163000,,,0.224,5232.00,,0.89,0.1189000,
Kepler-176,Transit,4,51.16579000,,,,0.129,5232.00,,0.89,0.1964600,
Kepler-177,Transit,2,36.85500000,,,0.00600,0.259,5942.00,,1.05,,
Kepler-177,Transit,2,49.41200000,,,0.02400,0.633,5942.00,,1.05,,
Kepler-178,Transit,3,9.57669400,0.085000,,,0.259,5676.00,,1.07,0.1407000,
Kepler-178,Transit,3,20.55280200,0.142000,,,0.257,5676.00,,1.07,0.0919000,
Kepler-178,Transit,3,96.67898800,0.397000,,,0.352,5676.00,,1.07,0.2615000,
Kepler-179,Transit,2,2.73592600,0.036000,,,0.146,5302.00,,0.76,0.0828000,
Kepler-179,Transit,2,6.40013000,0.064000,,,0.178,5302.00,,0.76,0.0768000,
Kepler-18,Transit,3,3.50472500,0.044700,0.000000,0.02200,0.178,5345.00,0.97,1.11,0.0865000,8.580000
Kepler-18,Transit,3,7.64159000,0.075200,0.000000,0.05400,0.490,5345.00,0.97,1.11,0.1453000,14.430000
Kepler-18,Transit,3,14.85888000,0.117200,0.000000,0.05200,0.623,5345.00,0.97,1.11,0.1533000,22.480000
Kepler-180,Transit,2,13.81712400,0.109000,,,0.134,5731.00,,1.06,0.1558000,
Kepler-180,Transit,2,41.88577500,0.229000,,,0.269,5731.00,,1.06,0.2600000,
Kepler-181,Transit,2,3.13787300,0.040000,,,0.113,5333.00,,0.75,0.0787000,
Kepler-181,Transit,2,4.30214900,0.049000,,,0.178,5333.00,,0.75,0.0819000,
Kepler-182,Transit,2,9.82579200,0.096000,,,0.230,6250.00,,1.15,0.2067000,
Kepler-182,Transit,2,20.68434200,0.157000,,,0.306,6250.00,,1.15,0.2673000,
Kepler-183,Transit,2,5.68794500,0.064000,,,0.184,5888.00,,0.96,0.0922000,
Kepler-183,Transit,2,11.63707100,0.103000,,,0.203,5888.00,,0.96,0.1370000,
Kepler-184,Transit,3,10.68757600,0.092000,,,0.211,5788.00,,0.87,0.1342000,
Kepler-184,Transit,3,20.30300500,0.141000,,,0.176,5788.00,,0.87,0.1812000,
Kepler-184,Transit,3,29.02235800,0.179000,,,0.222,5788.00,,0.87,0.1650000,
Kepler-185,Transit,2,1.63290000,0.026000,,,0.104,5208.00,,0.81,0.0650000,
Kepler-185,Transit,2,20.72904200,0.139000,,,0.180,5208.00,,0.81,0.1159000,
Kepler-186,Transit,5,3.88679070,0.034300,,,0.095,3755.00,0.54,0.52,,
Kepler-186,Transit,5,7.26730200,0.045100,,,0.112,3755.00,0.54,0.52,,
Kepler-186,Transit,5,13.34299600,0.078100,,,0.125,3755.00,0.54,0.52,,
Kepler-186,Transit,5,22.40770400,0.110000,,,0.113,3755.00,0.54,0.52,,
Kepler-186,Transit,5,129.94410000,0.432000,0.040000,,0.104,3755.00,0.54,0.52,0.2342000,178.000000
Kepler-187,Transit,2,4.93886400,0.059000,,,0.126,6105.00,,1.29,0.1783000,
Kepler-187,Transit,2,10.64026300,0.099000,,,0.238,6105.00,,1.29,0.2202000,
Kepler-188,Transit,2,2.06189700,0.032000,,,0.150,6021.00,,1.14,0.0746000,
Kepler-188,Transit,2,5.99655300,0.066000,,,0.285,6021.00,,1.14,0.1346000,
Kepler-189,Transit,2,10.39993100,0.088000,,,0.108,5235.00,,0.75,0.1424000,
Kepler-189,Transit,2,20.13486600,0.137000,,,0.212,5235.00,,0.75,0.1485000,
Kepler-19,Transit,3,9.28716000,,0.120000,0.02643,,5544.00,0.94,0.86,,
Kepler-19,Transit Timing Variations,3,28.73100000,,0.210000,0.04122,,5544.00,0.94,0.86,,
Kepler-19,Radial Velocity,3,62.95000000,,0.050000,0.07079,,5544.00,0.94,0.86,,
Kepler-190,Transit,2,2.01999900,0.030000,,,0.139,5106.00,,0.80,0.0759000,
Kepler-190,Transit,2,3.76302400,0.045000,,,0.130,5106.00,,0.80,0.0640000,
Kepler-191,Transit,3,9.93963200,0.087000,,,0.120,5282.00,,0.79,0.1215000,
Kepler-191,Transit,3,17.73850600,0.128000,,,0.166,5282.00,,0.79,0.1175000,
Kepler-191,Transit,3,5.94504102,,,,0.203,5282.00,,0.79,0.1071290,
Kepler-192,Transit,3,9.92674600,0.090000,,,0.244,5479.00,,1.01,0.1575000,
Kepler-192,Transit,3,21.22340000,0.150000,,,0.249,5479.00,,1.01,0.2058000,
Kepler-192,Transit,3,6.47027579,,,,0.091,5479.00,,1.01,0.1350400,
Kepler-193,Transit,2,11.38848000,0.106000,,,0.213,6335.00,,1.15,0.1507000,
Kepler-193,Transit,2,50.69749400,0.286000,,,0.245,6335.00,,1.15,0.2548000,
Kepler-194,Transit,3,2.09228100,0.032000,,,0.135,6089.00,,1.02,0.0980000,
Kepler-194,Transit,3,17.30803200,0.131000,,,0.231,6089.00,,1.02,0.2067000,
Kepler-194,Transit,3,52.81497300,0.275000,,,0.214,6089.00,,1.02,0.3042000,
Kepler-195,Transit,2,8.30787200,0.077000,,,0.181,5329.00,,0.78,0.1313000,
Kepler-195,Transit,2,34.09686300,0.197000,,,0.138,5329.00,,0.78,0.1627000,
Kepler-196,Transit,2,20.73988600,0.138000,,,0.170,5128.00,,0.78,0.1256000,
Kepler-196,Transit,2,47.42773700,0.240000,,,0.200,5128.00,,0.78,0.2131000,
Kepler-197,Transit,4,5.59930800,0.060000,,,0.091,6004.00,,1.12,0.1534000,
Kepler-197,Transit,4,10.34969500,0.090000,,,0.110,6004.00,,1.12,0.1771000,
Kepler-197,Transit,4,15.67756300,0.119000,,,0.109,6004.00,,1.12,0.2219000,
Kepler-197,Transit,4,25.20971500,0.164000,,,0.081,6004.00,,1.12,0.2624000,
Kepler-198,Transit,3,17.79003700,0.131000,,,0.252,5574.00,,0.94,0.1866000,
Kepler-198,Transit,3,49.56741600,0.259000,,,0.220,5574.00,,0.94,0.1528000,
Kepler-198,Transit,3,1.31184443,,,,0.136,5574.00,,0.94,0.0738710,
Kepler-199,Transit,2,23.63760400,0.158000,,,0.277,5644.00,,0.97,0.2064000,
Kepler-199,Transit,2,67.09340800,0.316000,,,0.290,5644.00,,0.97,0.2888000,
Kepler-20,Transit,6,3.69611525,0.046300,0.030000,0.03052,0.167,5495.00,0.95,0.96,,10.340000
Kepler-20,Transit,6,10.85409089,0.094900,0.160000,0.04012,0.272,5495.00,0.95,0.96,,21.170000
Kepler-20,Transit,6,77.61130017,0.350600,,0.03168,0.245,5495.00,0.95,0.96,,78.230000
Kepler-20,Transit,6,6.09852281,0.063900,,,0.077,5495.00,0.95,0.96,,14.260000
Kepler-20,Transit,6,19.57758478,0.139600,,,0.089,5495.00,0.95,0.96,,31.150000
Kepler-20,Radial Velocity,6,34.94000000,0.205500,0.150000,0.06280,,5495.00,0.95,0.96,,
Kepler-200,Transit,2,8.59480500,0.080000,,,0.190,5678.00,,0.94,0.1472000,
Kepler-200,Transit,2,10.22215700,0.090000,,,0.142,5678.00,,0.94,0.0463000,
Kepler-201,Transit,2,25.67208300,0.175000,,,0.219,6065.00,,1.23,0.2345000,
Kepler-201,Transit,2,151.88405800,0.573000,,,0.254,6065.00,,1.23,0.5412000,
Kepler-202,Transit,2,4.06942700,0.045000,,,0.145,4668.00,,0.67,0.0861000,
Kepler-202,Transit,2,16.28249300,0.113000,,,0.165,4668.00,,0.67,0.1189000,
Kepler-203,Transit,3,3.16269700,0.043000,,,0.229,5821.00,,1.11,0.0792000,
Kepler-203,Transit,3,5.37064700,0.061000,,,0.220,5821.00,,1.11,0.0839000,
Kepler-203,Transit,3,11.32972000,0.100000,,,0.128,5821.00,,1.11,0.1663000,
Kepler-204,Transit,2,14.40097400,0.117000,,,0.226,5812.00,,1.24,0.1627000,
Kepler-204,Transit,2,25.66059300,0.173000,,,0.160,5812.00,,1.24,0.1826000,
Kepler-205,Transit,2,2.75564000,0.032000,,,0.135,4321.00,,0.55,0.0812000,
Kepler-205,Transit,2,20.30654600,0.122000,,,0.146,4321.00,,0.55,0.1197000,
Kepler-206,Transit,3,7.78198700,0.078000,,,0.107,5764.00,,1.19,0.1518000,
Kepler-206,Transit,3,13.13747100,0.111000,,,0.158,5764.00,,1.19,0.1987000,
Kepler-206,Transit,3,23.44281000,0.163000,,,0.106,5764.00,,1.19,0.2245000,
Kepler-207,Transit,3,1.61186500,0.029000,,,0.140,5920.00,,1.59,0.1250000,
Kepler-207,Transit,3,3.07157100,0.044000,,,0.134,5920.00,,1.59,0.1699000,
Kepler-207,Transit,3,5.86807500,0.068000,,,0.295,5920.00,,1.59,0.1654000,
Kepler-208,Transit,4,4.22864000,0.054000,,,0.145,6092.00,,1.31,0.1378000,
Kepler-208,Transit,4,7.46662300,0.079000,,,0.124,6092.00,,1.31,0.1618000,
Kepler-208,Transit,4,11.13178600,0.103000,,,0.107,6092.00,,1.31,0.1716000,
Kepler-208,Transit,4,16.25945800,0.132000,,,0.132,6092.00,,1.31,0.1683000,
Kepler-209,Transit,2,16.08784500,0.122000,,,0.202,5513.00,,0.94,0.1199000,
Kepler-209,Transit,2,41.74988200,0.231000,,,0.277,5513.00,,0.94,0.2346000,
Kepler-21,Transit,1,2.78578000,0.042717,0.020000,0.01598,0.146,6305.00,1.41,1.90,0.1496000,4.929000
Kepler-210,Transit,2,2.45323400,0.032000,,,0.262,4559.00,,0.65,0.0728000,
Kepler-210,Transit,2,7.97251300,0.070000,,,0.323,4559.00,,0.65,0.1209000,
Kepler-211,Transit,2,4.13857500,0.048000,,,0.112,5123.00,,0.82,0.0928000,
Kepler-211,Transit,2,6.04045000,0.062000,,,0.115,5123.00,,0.82,0.0855000,
Kepler-212,Transit,2,16.25758200,0.133000,,,0.097,5852.00,,1.46,0.2748000,
Kepler-212,Transit,2,31.80517400,0.207000,,,0.244,5852.00,,1.46,0.3465000,
Kepler-213,Transit,2,2.46236000,0.036000,,,0.145,5696.00,,1.20,0.0737000,
Kepler-213,Transit,2,4.82296200,0.057000,,,0.209,5696.00,,1.20,0.0345000,
Kepler-214,Transit,2,15.66054400,0.130000,,,0.233,6169.00,,1.35,0.2919000,
Kepler-214,Transit,2,28.77980000,0.194000,,,0.190,6169.00,,1.35,0.3251000,
Kepler-215,Transit,4,9.36067200,0.084000,,,0.145,5739.00,,1.03,0.1265000,
Kepler-215,Transit,4,14.66710800,0.113000,,,0.158,5739.00,,1.03,0.1606000,
Kepler-215,Transit,4,30.86442300,0.185000,,,0.213,5739.00,,1.03,0.1133000,
Kepler-215,Transit,4,68.16101000,0.314000,,,0.156,5739.00,,1.03,0.2356000,
Kepler-216,Transit,2,7.69364100,0.079000,,,0.210,6091.00,,1.26,0.2104000,
Kepler-216,Transit,2,17.40666900,0.136000,,,0.271,6091.00,,1.26,0.2862000,
Kepler-217,Transit,3,5.37494300,0.065000,,,0.199,6171.00,,1.80,0.1671000,
Kepler-217,Transit,3,8.58600400,0.089000,,,0.165,6171.00,,1.80,0.1398000,
Kepler-217,Transit,3,3.88689525,,,,0.118,6171.00,,1.80,0.1524200,
Kepler-218,Transit,3,3.61933700,0.046000,,,0.132,5502.00,,1.06,0.1256000,
Kepler-218,Transit,3,44.69957600,0.248000,,,0.280,5502.00,,1.06,0.2613000,
Kepler-218,Transit,3,124.52446470,,,,0.237,5502.00,,1.06,0.3999200,
Kepler-219,Transit,3,4.58551200,0.057000,,,0.263,5786.00,,1.49,0.1363000,
Kepler-219,Transit,3,22.71461300,0.165000,,,0.319,5786.00,,1.49,0.2420000,
Kepler-219,Transit,3,47.90364500,0.272000,,,0.251,5786.00,,1.49,0.2383000,
Kepler-22,Transit,1,289.86230000,0.849000,0.000000,0.11300,0.212,5518.00,0.97,0.98,0.3090000,186.400000
Kepler-220,Transit,4,4.15980700,0.046000,,,0.072,4632.00,,0.67,0.0677000,
Kepler-220,Transit,4,9.03419900,0.076000,,,0.140,4632.00,,0.67,0.0619000,
Kepler-220,Transit,4,28.12239700,0.163000,,,0.087,4632.00,,0.67,0.1710000,
Kepler-220,Transit,4,45.90273300,0.226000,,,0.119,4632.00,,0.67,0.2120000,
Kepler-221,Transit,4,2.79590600,0.037000,,,0.153,5243.00,,0.82,0.0860000,
Kepler-221,Transit,4,5.69058600,0.059000,,,0.261,5243.00,,0.82,0.1051000,
Kepler-221,Transit,4,10.04156000,0.087000,,,0.244,5243.00,,0.82,0.1054000,
Kepler-221,Transit,4,18.36991700,0.130000,,,0.235,5243.00,,0.82,0.0935000,
Kepler-222,Transit,3,3.93698100,0.048000,,,0.282,5433.00,,0.87,0.0762000,
Kepler-222,Transit,3,10.08881000,0.091000,,,0.414,5433.00,,0.87,0.0714000,
Kepler-222,Transit,3,28.08191200,0.180000,,,0.329,5433.00,,0.87,0.1892000,
Kepler-223,Transit,4,7.38449000,,0.078000,0.02328,0.267,,1.12,1.72,,
Kepler-223,Transit,4,9.84564000,,0.150000,0.01605,0.307,,1.12,1.72,,
Kepler-223,Transit,4,14.78869000,,0.037000,0.02517,0.467,,1.12,1.72,,
Kepler-223,Transit,4,19.72567000,,0.051000,0.01510,0.410,,1.12,1.72,,
Kepler-224,Transit,4,3.13292400,0.038000,,,0.124,5018.00,,0.68,0.0847000,
Kepler-224,Transit,4,5.92500300,0.058000,,,0.278,5018.00,,0.68,0.1185000,
Kepler-224,Transit,4,11.34939300,0.089000,,,0.205,5018.00,,0.68,0.1297000,
Kepler-224,Transit,4,18.64357700,0.124000,,,0.176,5018.00,,0.68,0.0769000,
Kepler-225,Transit,2,6.73897500,0.056000,,,0.107,3682.00,,0.48,0.1257000,
Kepler-225,Transit,2,18.79423400,0.111000,,,0.164,3682.00,,0.48,0.1366000,
Kepler-226,Transit,3,3.94099700,0.047000,,,0.138,5571.00,,0.80,0.1082000,
Kepler-226,Transit,3,5.34955500,0.058000,,,0.203,5571.00,,0.80,0.1271000,
Kepler-226,Transit,3,8.10904400,0.076000,,,0.109,5571.00,,0.80,0.1541000,
Kepler-227,Transit,2,9.48801500,0.090000,,,0.277,5854.00,,1.09,0.1297000,
Kepler-227,Transit,2,54.41869400,0.290000,,,0.271,5854.00,,1.09,0.1880000,
Kepler-228,Transit,3,2.56654600,0.038000,,,0.136,6043.00,,1.01,0.0970000,
Kepler-228,Transit,3,4.13444400,0.052000,,,0.241,6043.00,,1.01,0.1301000,
Kepler-228,Transit,3,11.09428600,0.101000,,,0.360,6043.00,,1.01,0.1913000,
Kepler-229,Transit,3,6.25297200,0.062000,,,0.196,5120.00,,0.73,0.1100000,
Kepler-229,Transit,3,16.06863800,0.117000,,,0.439,5120.00,,0.73,0.1478000,
Kepler-229,Transit,3,41.19491200,0.220000,,,0.343,5120.00,,0.73,0.2092000,
Kepler-23,Transit,3,7.10730000,0.075000,,0.80000,0.170,5828.00,,1.55,0.1988000,
Kepler-23,Transit,3,10.74210000,0.099000,,2.70000,0.285,5828.00,,1.55,0.2554000,
Kepler-23,Transit,3,15.27429900,0.124000,,,0.196,5828.00,,1.55,0.2539000,
Kepler-230,Transit,2,32.62555500,0.191000,,,0.380,5588.00,,0.82,0.2410000,
Kepler-230,Transit,2,91.77324200,0.380000,,,0.182,5588.00,,0.82,0.2514000,
Kepler-231,Transit,2,10.06527500,0.074000,,,0.154,3767.00,,0.49,0.0600000,
Kepler-231,Transit,2,19.27156600,0.114000,,,0.172,3767.00,,0.49,0.1337000,
Kepler-232,Transit,2,4.43122200,0.054000,,,0.275,5847.00,,0.97,0.1322000,
Kepler-232,Transit,2,11.37934900,0.101000,,,0.342,5847.00,,0.97,0.1088000,
Kepler-233,Transit,2,8.47238200,0.077000,,,0.217,5360.00,,0.76,0.1124000,
Kepler-233,Transit,2,60.41895500,0.287000,,,0.242,5360.00,,0.76,0.2341000,
Kepler-234,Transit,2,2.71150600,0.040000,,,0.330,6224.00,,1.11,0.1323000,
Kepler-234,Transit,2,7.21205000,0.077000,,,0.313,6224.00,,1.11,0.1683000,
Kepler-235,Transit,4,3.34022200,0.037000,,,0.199,4255.00,,0.55,0.0802000,
Kepler-235,Transit,4,7.82490400,0.065000,,,0.114,4255.00,,0.55,0.0924000,
Kepler-235,Transit,4,20.06054800,0.122000,,,0.183,4255.00,,0.55,0.1380000,
Kepler-235,Transit,4,46.18366900,0.213000,,,0.198,4255.00,,0.55,0.2014000,
Kepler-236,Transit,2,8.29561100,0.065000,,,0.140,3750.00,,0.51,0.0553000,
Kepler-236,Transit,2,23.96812700,0.132000,,,0.178,3750.00,,0.51,0.1736000,
Kepler-237,Transit,2,4.71510600,0.050000,,,0.126,4861.00,,0.72,0.0980000,
Kepler-237,Transit,2,8.10363600,0.071000,,,0.186,4861.00,,0.72,0.1313000,
Kepler-238,Transit,5,2.09087600,0.034000,,,0.154,5751.00,,1.43,0.1330000,
Kepler-238,Transit,5,6.15555700,0.069000,,,0.213,5751.00,,1.43,0.2015000,
Kepler-238,Transit,5,13.23354900,0.115000,,,0.274,5751.00,,1.43,0.2767000,
Kepler-238,Transit,5,23.65400000,,,0.53400,0.500,5751.00,,1.43,,
Kepler-238,Transit,5,50.44700000,,,0.04200,0.178,5751.00,,1.43,,
Kepler-239,Transit,2,11.76305100,0.095000,,,0.208,4914.00,,0.76,0.1208000,
Kepler-239,Transit,2,56.22809800,0.268000,,,0.224,4914.00,,0.76,0.1542000,
Kepler-24,Transit,4,8.14530000,0.080000,,1.60000,0.214,5897.00,,1.29,0.1675000,
Kepler-24,Transit,4,12.33350000,0.106000,,1.60000,0.250,5897.00,,1.29,0.1546000,
Kepler-24,Transit,4,4.24438400,0.051000,,,0.149,5897.00,,1.29,0.1227000,
Kepler-24,Transit,4,18.99835500,0.138000,,,0.248,5897.00,,1.29,0.1235000,
Kepler-240,Transit,2,4.14449500,0.048000,,,0.122,4985.00,,0.74,0.0987000,
Kepler-240,Transit,2,7.95352800,0.074000,,,0.196,4985.00,,0.74,0.1082000,
Kepler-241,Transit,2,12.71809200,0.094000,,,0.208,4699.00,,0.67,0.1299000,
Kepler-241,Transit,2,36.06597800,0.189000,,,0.229,4699.00,,0.67,0.1780000,
Kepler-242,Transit,2,8.20395000,0.075000,,,0.233,5020.00,,0.85,0.1142000,
Kepler-242,Transit,2,14.49648100,0.109000,,,0.178,5020.00,,0.85,0.1343000,
Kepler-243,Transit,2,5.71544200,0.062000,,,0.219,5228.00,,0.84,0.1035000,
Kepler-243,Transit,2,20.02621800,0.142000,,,0.178,5228.00,,0.84,0.0550000,
Kepler-244,Transit,3,4.31179200,0.050000,,,0.246,5554.00,,0.80,0.1140000,
Kepler-244,Transit,3,9.76729200,0.087000,,,0.183,5554.00,,0.80,0.0572000,
Kepler-244,Transit,3,20.05040100,0.140000,,,0.206,5554.00,,0.80,0.1877000,
Kepler-245,Transit,4,7.49019000,0.071000,,,0.229,5100.00,,0.80,0.1168000,
Kepler-245,Transit,4,17.46081200,0.124000,,,0.194,5100.00,,0.80,0.0935000,
Kepler-245,Transit,4,36.27710800,0.202000,,,0.270,5100.00,,0.80,0.2002000,
Kepler-245,Transit,4,3.21982106,,,,0.156,5100.00,,0.80,0.0881540,
Kepler-246,Transit,2,4.60182000,0.052000,,,0.209,5206.00,,0.83,0.0928000,
Kepler-246,Transit,2,11.18716100,0.095000,,,0.134,5206.00,,0.83,0.1317000,
Kepler-247,Transit,3,3.33616000,0.042000,,,0.146,5100.00,,0.77,0.0865000,
Kepler-247,Transit,3,9.43945200,0.084000,,,0.365,5100.00,,0.77,0.1207000,
Kepler-247,Transit,3,20.47791200,0.140000,,,0.352,5100.00,,0.77,0.1278000,
Kepler-248,Transit,2,6.30820500,0.066000,,,0.269,5190.00,,0.83,0.1253000,
Kepler-248,Transit,2,16.23949400,0.123000,,,0.363,5190.00,,0.83,0.1679000,
Kepler-249,Transit,3,3.30653900,0.035000,,,0.097,3568.00,,0.48,0.0736000,
Kepler-249,Transit,3,7.11370200,0.058000,,,0.135,3568.00,,0.48,0.0925000,
Kepler-249,Transit,3,15.36845900,0.097000,,,0.140,3568.00,,0.48,0.1124000,
Kepler-25,Transit,3,6.23829700,,0.002900,0.02750,0.245,6270.00,1.19,1.31,,
Kepler-25,Transit,3,12.72070000,,0.006100,0.04790,0.465,6270.00,1.19,1.31,,
Kepler-25,Radial Velocity,3,122.40000000,,0.130000,0.22600,,6270.00,1.19,1.31,,
Kepler-250,Transit,3,4.14814100,0.048000,,,0.101,5160.00,,0.81,0.1001000,
Kepler-250,Transit,3,7.15680400,0.069000,,,0.203,5160.00,,0.81,0.1070000,
Kepler-250,Transit,3,17.64831200,0.127000,,,0.194,5160.00,,0.81,0.0825000,
Kepler-251,Transit,4,4.79093600,0.053000,,,0.119,5526.00,,0.89,0.1127000,
Kepler-251,Transit,4,16.51404300,0.122000,,,0.247,5526.00,,0.89,0.1712000,
Kepler-251,Transit,4,30.13300100,0.182000,,,0.247,5526.00,,0.89,0.2050000,
Kepler-251,Transit,4,99.64016100,0.404000,,,0.247,5526.00,,0.89,0.1817000,
Kepler-252,Transit,2,6.66839100,0.058000,,,0.110,4208.00,,0.55,0.0824000,
Kepler-252,Transit,2,10.84846300,0.080000,,,0.192,4208.00,,0.55,0.1240000,
Kepler-253,Transit,3,3.78398600,0.046000,,,0.145,5208.00,,0.79,0.0805000,
Kepler-253,Transit,3,10.28195100,0.089000,,,0.236,5208.00,,0.79,0.1465000,
Kepler-253,Transit,3,18.11986900,0.130000,,,0.283,5208.00,,0.79,0.1787000,
Kepler-254,Transit,3,5.82666200,0.064000,,,0.345,5957.00,,0.91,0.1263000,
Kepler-254,Transit,3,12.41218300,0.105000,,,0.192,5957.00,,0.91,0.1401000,
Kepler-254,Transit,3,18.74647700,0.139000,,,0.223,5957.00,,0.91,0.1650000,
Kepler-255,Transit,3,5.71460600,0.063000,,,0.138,5573.00,,0.93,0.0932000,
Kepler-255,Transit,3,9.94604700,0.092000,,,0.267,5573.00,,0.93,0.1408000,
Kepler-255,Transit,3,1.04562266,,,,0.118,5573.00,,0.93,0.0761210,
