pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,st_teff,st_mass,st_rad,pl_trandur,pl_ratdor
K2-54,Transit,1,9.78430000,0.067100,,,0.103,3798.00,0.42,0.38,0.1150000,
K2-55,Transit,1,2.84925800,0.034860,,,0.341,4456.00,0.70,0.63,0.0835833,
K2-57,Transit,1,9.00630000,0.074600,,,0.187,4434.00,0.68,0.62,0.0954167,
K2-58,Transit,3,7.05254000,0.069200,,,0.239,5413.00,0.89,0.86,0.0791250,
K2-58,Transit,3,2.53726000,0.035000,,,0.145,5413.00,0.89,0.86,0.0831667,
K2-58,Transit,3,22.88270000,0.151700,,,0.153,5413.00,0.89,0.86,0.1333333,
K2-59,Transit,2,20.69210000,0.135400,,,0.215,5055.00,0.77,0.73,0.1150000,
K2-59,Transit,2,11.29540000,0.090500,,,0.205,5055.00,0.77,0.73,0.0729167,
K2-6,Transit,1,30.94191000,0.189800,,,0.223,5850.00,0.97,0.96,,50.270000
K2-60,Transit,1,3.00265000,0.045000,0.000000,0.42600,0.683,5500.00,0.97,1.12,0.1283333,7.780000
K2-61,Transit,1,2.57302000,0.039200,,,0.221,6293.00,1.21,1.36,0.0970833,
K2-62,Transit,2,6.67202000,0.063600,,,0.191,4880.00,0.77,0.73,0.0587500,
K2-62,Transit,2,16.19660000,0.114800,,,0.191,4880.00,0.77,0.73,0.0537500,
K2-63,Transit,2,20.25700000,0.162700,,,0.287,6771.00,1.40,1.63,0.2287500,
K2-63,Transit,2,25.45560000,0.189000,,,0.348,6771.00,1.40,1.63,0.1766667,
K2-64,Transit,1,6.53044000,0.061900,,,0.185,5312.00,0.74,0.73,0.1275000,
K2-65,Transit,1,12.64750000,0.101400,,,0.141,5213.00,0.87,0.84,0.1429167,
K2-66,Transit,1,5.06963000,0.059830,0.000000,0.06702,0.222,5887.00,1.11,1.67,0.1962500,7.874000
K2-68,Transit,1,8.05428000,0.070800,,,0.141,4746.00,0.73,0.68,0.1133333,
K2-69,Transit,1,7.06599000,0.059100,,,0.207,4127.00,0.55,0.49,0.0675000,
K2-7,Transit,1,28.67992000,0.181400,,,0.238,5772.00,0.97,0.96,,40.290000
K2-70,Transit,1,13.97896000,0.111200,,,0.258,5622.00,0.94,0.93,0.1466667,
K2-71,Transit,1,6.98541000,0.055900,,,0.192,4006.00,0.48,0.43,0.0587500,
K2-72,Transit,4,5.57721200,0.040000,0.110000,,0.096,3360.47,0.27,0.33,,24.160000
K2-72,Transit,4,15.18903400,0.078000,0.110000,,0.103,3360.47,0.27,0.33,,47.820000
K2-72,Transit,4,7.76017800,0.050000,0.110000,,0.090,3360.47,0.27,0.33,,29.910000
K2-72,Transit,4,24.15886800,0.106000,0.110000,,0.115,3360.47,0.27,0.33,,64.530000
K2-73,Transit,1,7.49543000,0.076190,,,0.219,5922.00,1.05,1.06,0.1508333,
K2-74,Transit,1,19.56660000,0.140200,,,0.206,6060.00,0.96,0.98,0.2133333,
K2-75,Transit,2,7.81420000,0.081000,,,0.238,5995.00,1.16,1.56,0.2283333,
K2-75,Transit,2,18.31100000,0.142900,,,0.247,5995.00,1.16,1.56,0.2675000,
K2-77,Transit,1,8.19979600,,0.140000,1.90000,0.205,4970.00,0.80,0.76,0.1000000,23.200000
K2-79,Transit,1,10.99573000,0.098700,,,0.329,5926.00,1.06,1.28,0.1841667,
K2-8,Transit,2,10.35239000,0.085600,,,0.319,4870.00,0.78,0.74,0.1400833,14.100000
K2-8,Transit,2,5.06416000,0.053200,,,0.215,4870.00,0.78,0.74,0.0866667,13.500000
K2-80,Transit,3,19.09180000,0.135000,,,0.179,5441.00,0.90,0.87,0.1858333,
K2-80,Transit,3,5.60500000,0.059600,,,0.131,5441.00,0.90,0.87,0.1116667,
K2-80,Transit,3,28.86725300,,,,0.228,5441.00,0.90,0.87,,45.619404
K2-81,Transit,1,6.10232500,0.059000,0.060000,,0.176,4674.13,0.75,0.63,,19.770000
K2-83,Transit,2,2.74697000,0.030140,,,0.111,3910.00,0.48,0.42,0.0693333,
K2-83,Transit,2,9.99767000,0.071310,,,0.132,3910.00,0.48,0.42,0.1154167,
K2-84,Transit,2,6.42150000,0.066500,,,0.215,5652.00,0.95,0.93,0.1170833,
K2-84,Transit,2,27.86000000,0.176800,,,0.181,5652.00,0.95,0.93,0.1920833,
K2-85,Transit,1,0.68453300,0.012630,,,0.090,4268.00,0.57,0.51,0.0325833,
K2-86,Transit,1,8.77683000,0.077000,,,0.175,5482.00,0.79,0.76,0.1145833,
K2-87,Transit,1,9.72661800,0.094000,,,0.678,5747.00,1.16,1.40,0.1900000,14.400000
K2-88,Transit,1,4.61220000,0.034500,,,0.110,3537.00,0.26,0.26,0.0432917,
K2-89,Transit,1,1.09602600,0.014620,,,0.055,3691.00,0.35,0.32,0.0372917,
K2-9,Transit,1,18.44980000,0.091000,,,0.201,3390.00,0.30,0.31,0.1183208,26.300000
K2-90,Transit,2,13.73331400,0.096000,,,0.232,4484.00,0.63,0.62,0.1230000,33.400000
K2-90,Transit,2,2.90070600,0.035000,0.190000,,0.116,4484.00,0.63,0.62,,12.020000
K2-91,Transit,1,1.41954900,0.016400,,,0.098,3622.00,0.29,0.28,0.0393750,
K2-95,Transit,1,10.13401600,0.069600,,,0.346,3548.00,0.44,0.42,,18.270000
K2-97,Transit,1,8.40672600,0.086000,,,0.947,4717.00,1.20,4.47,,10.160000
K2-98,Transit,1,10.13644800,0.097400,,,0.464,6172.00,1.20,1.57,,15.090000
K2-99,Transit,1,18.25198500,0.159700,,,1.046,6217.00,1.63,2.63,,12.010000
KELT-1,Transit,1,1.21751400,0.024660,0.009900,27.23000,1.110,6518.00,1.32,1.46,0.1151900,
KELT-10,Transit,1,4.16627390,0.052500,,0.67900,1.399,5948.00,1.11,1.21,0.1560000,9.340000
KELT-11,Transit,1,4.73610000,,0.000700,0.17100,1.350,5375.00,1.44,2.69,0.2974000,4.980000
KELT-12,Transit,1,5.03162300,0.067080,0.000000,0.95000,1.780,6279.00,1.59,2.37,0.2401000,6.080000
KELT-14,Transit,1,1.71005660,0.030050,0.000000,1.28400,1.743,5720.00,1.24,1.52,0.0911700,4.248000
KELT-15,Transit,1,3.32944000,,0.000000,1.31000,1.740,6003.00,2.06,1.78,,6.700000
KELT-16,Transit,1,0.96899510,0.020440,0.000000,2.75000,1.415,6236.00,1.21,1.36,0.1037000,3.230000
KELT-17,Transit,1,3.08017160,0.048810,,1.31000,1.525,7454.00,1.64,1.65,0.1448000,6.380000
KELT-18,Transit,1,2.87175180,0.045500,0.000000,1.18000,1.570,6670.00,1.52,1.91,0.1935000,5.138000
KELT-19 A,Transit,1,4.61170930,0.063700,,4.07000,1.910,7500.00,1.62,1.83,0.1831000,7.500000
KELT-2 A,Transit,1,4.11379000,,0.000000,1.70000,1.350,6327.00,1.54,1.93,,6.480000
KELT-20,Transit,1,3.47410850,0.054200,,3.38200,1.741,8720.00,1.76,1.56,0.1489800,7.420000
KELT-21,Transit,1,3.61276470,0.052240,0.000000,3.91000,1.586,7598.00,1.46,1.64,0.1710600,6.860000
KELT-23 A,Transit,1,2.25525100,0.033020,0.000000,0.93800,1.323,5899.00,0.94,1.00,0.0992100,7.130000
KELT-24,Transit,1,5.55149260,0.069690,0.077000,5.18000,1.272,6509.00,1.46,1.51,0.1791700,9.950000
KELT-3,Transit,1,2.70339000,,0.000000,1.94000,1.560,6304.00,1.96,1.70,,6.000000
KELT-4 A,Transit,1,2.98959320,0.043170,0.000000,0.90200,1.699,6206.00,1.20,1.60,0.1442800,5.792000
KELT-6,Transit,2,7.84570000,,0.220000,0.52000,1.300,6102.00,1.42,1.73,,10.830000
KELT-6,Radial Velocity,2,1276.00000000,2.390000,0.210000,3.71000,,6102.00,1.42,1.73,,
KELT-7,Transit,1,2.73477000,,0.000000,1.39000,1.600,6768.00,1.76,1.81,,5.500000
KELT-8,Transit,1,3.24406000,,0.040000,0.66000,1.620,5754.00,0.81,1.46,,5.900000
KELT-9,Transit,1,1.48112350,0.034620,0.000000,2.88000,1.891,10170.00,2.52,2.36,0.1631600,3.153000
KIC 10001893,Orbital Brightness Modulation,3,0.21970000,,,,,27500.00,,,,
KIC 10001893,Orbital Brightness Modulation,3,0.32528000,,,,,27500.00,,,,
KIC 10001893,Orbital Brightness Modulation,3,0.81161000,,,,,27500.00,,,,
KIC 10525077,Transit,1,854.08300000,,,,0.491,6091.00,1.01,1.01,,239.300000
KIC 3558849,Transit,1,1322.30000000,,,,0.616,6175.00,0.98,1.01,,576.700000
KIC 5095269,Eclipse Timing Variations,1,237.68977000,0.800000,0.060300,7.69300,,,1.21,,,
KIC 5437945,Transit,2,440.78130000,,,,0.571,6340.00,1.07,1.24,,158.900000
KIC 5951458,Transit,1,1320.10000000,,,,0.589,6258.00,0.98,1.52,,278.100000
KIC 7917485,Pulsation Timing Variations,1,840.00000000,,0.150000,11.80000,,7067.00,1.63,,,
KOI-7892,Transit,2,31.80990000,,,,0.366,6474.00,1.04,1.26,,34.700000
KOI-7892,Transit,2,75.20000000,,,,0.214,6474.00,1.04,1.26,,103.900000
KIC 9663113,Transit,2,572.38470000,,,,0.410,6065.00,0.98,1.03,,153.500000
KMT-2016-BLG-0212L,Microlensing,1,,2.200000,,18.00000,,,0.48,,,
KMT-2016-BLG-1107L,Microlensing,1,,0.342000,,3.28300,,,0.09,,,
KMT-2016-BLG-1397L,Microlensing,1,,5.100000,,7.00000,,,0.45,,,
KMT-2016-BLG-1820L,Microlensing,1,,1.080000,,4.57000,,,0.04,,,
KMT-2016-BLG-2142L,Microlensing,1,,0.830000,,15.49000,,,0.07,,,
KMT-2017-BLG-0165L,Microlensing,1,,3.450000,,0.10698,,,0.76,,,
KMT-2017-BLG-1038L,Microlensing,1,,1.800000,,2.00000,,,0.37,,,
KMT-2017-BLG-1146L,Microlensing,1,,1.600000,,0.71000,,,0.33,,,
KMT-2018-BLG-1990L,Microlensing,1,,0.763000,,0.34800,,,0.09,,,
KOI-12,Transit,2,17.85518200,0.154000,0.340000,1.10000,1.230,,1.50,1.40,,
KOI-1257,Transit,1,86.64766100,0.382000,0.772000,1.45000,0.940,5520.00,0.99,1.13,,
KOI-13,Transit,1,1.76358800,0.036410,0.000640,9.28000,1.512,7650.00,1.72,1.74,,4.500700
KOI-142,Transit,2,10.95416000,,0.055930,0.02700,0.337,5471.00,0.96,0.88,0.1367000,24.800000
KOI-142,Transit Timing Variations,2,22.33950000,0.155250,0.056280,0.62600,,5471.00,0.96,0.88,,
KOI-1599,Transit,2,20.44150000,0.147280,0.014000,0.01447,0.170,,1.02,0.97,,32.630000
KOI-1599,Transit,2,13.60880000,0.112293,0.011400,0.02832,0.170,,1.02,0.97,,24.890000
KOI-217,Transit,1,3.90512000,0.047700,0.000000,,1.110,5545.00,0.95,0.86,,
KOI-351,Transit,8,7.00815100,0.074000,,,0.117,6080.00,1.20,1.20,0.1663000,13.200000
KOI-351,Transit,8,8.71937500,0.089000,,,0.106,6080.00,1.20,1.20,0.1838000,16.000000
KOI-351,Transit,8,59.73667000,0.320000,,,0.256,6080.00,1.20,1.20,0.3500000,56.100000
KOI-351,Transit,8,91.93913000,0.420000,,,0.237,6080.00,1.20,1.20,0.4046000,74.700000
KOI-351,Transit,8,124.91440000,0.480000,,,0.257,6080.00,1.20,1.20,0.4558000,86.400000
KOI-351,Transit,8,210.60697000,0.710000,,,0.723,6080.00,1.20,1.20,0.5247000,127.300000
KOI-351,Transit,8,331.60059000,1.010000,,,1.008,6080.00,1.20,1.20,0.6140000,180.700000
KOI-3680,Transit,1,141.24167100,0.534000,0.496000,1.93000,0.990,5830.00,1.01,0.96,0.2807000,125.700000
KOI-55,Orbital Brightness Modulation,2,0.24010400,0.006000,,0.00140,0.068,27730.00,0.50,0.20,,
KOI-55,Orbital Brightness Modulation,2,0.34288700,0.007600,,0.00210,0.077,27730.00,0.50,0.20,,
KOI-94,Transit,4,3.74320800,0.051190,0.250000,0.03300,0.153,6182.00,1.28,1.52,,7.250000
KOI-94,Transit,4,10.42364800,0.101300,0.430000,0.04900,0.385,6182.00,1.28,1.52,,14.300000
KOI-94,Transit,4,22.34298900,0.168400,0.022000,0.33400,1.005,6182.00,1.28,1.52,,23.800000
KOI-94,Transit,4,54.32031000,0.304600,0.019000,0.11000,0.585,6182.00,1.28,1.52,,43.100000
KPS-1,Transit,1,1.70629100,0.026900,0.000000,1.09000,1.030,5165.00,0.89,0.91,0.0700000,
Kapteyn,Radial Velocity,1,121.54000000,0.311000,0.230000,0.02200,,3550.00,0.28,0.29,,
Kepler-10,Transit,2,0.83749100,0.017200,,0.01450,0.132,5627.00,0.91,1.06,,3.470000
Kepler-10,Transit,2,45.29430100,,0.000000,0.05400,0.210,5627.00,0.91,1.06,0.2874000,47.900000
Kepler-100,Transit,3,6.88705000,,,0.02300,0.118,5825.00,1.08,1.49,,
Kepler-100,Transit,3,12.81590000,,,0.02218,0.196,5825.00,1.08,1.49,,
Kepler-100,Transit,3,35.33310000,,,0.00944,0.144,5825.00,1.08,1.49,,
Kepler-1000,Transit,1,120.01812720,,,,0.425,6453.00,1.40,1.51,0.4835000,
Kepler-1001,Transit,1,14.30511983,,,,0.281,5491.00,0.90,0.88,0.1853700,
Kepler-1002,Transit,1,4.33642933,,,,0.153,6144.00,1.22,1.57,0.1709630,
Kepler-1003,Transit,1,3.55485691,,,,0.159,6109.00,1.11,1.17,0.0876080,
Kepler-1004,Transit,1,5.28789787,,,,0.560,4972.00,1.11,3.39,0.3553300,
Kepler-1005,Transit,1,6.49801525,,,,0.134,5782.00,1.00,1.06,0.0965290,
Kepler-1006,Transit,1,19.76172042,,,,0.137,5328.00,0.78,0.74,0.1496080,
Kepler-1007,Transit,1,5.18500207,,,,0.128,4587.00,0.73,0.70,0.0907120,
Kepler-1008,Transit,1,12.43931193,,,,0.114,5066.00,0.81,0.78,0.1300400,
Kepler-1009,Transit,1,11.35011917,,,,0.194,4027.00,0.59,0.57,0.0989920,
Kepler-101,Transit,2,3.48768120,0.047400,0.086000,0.16000,0.510,5667.00,1.17,1.56,0.1610000,6.550000
Kepler-101,Transit,2,6.02976000,0.068400,0.000000,0.01000,0.112,5667.00,1.17,1.56,0.1600000,8.000000
Kepler-1010,Transit,1,34.26857050,,,,0.207,5253.00,0.86,0.82,0.2007670,
Kepler-1011,Transit,1,5.75322197,,,,0.256,5416.00,0.91,0.88,0.0701170,
Kepler-1012,Transit,1,5.50860439,,,,0.115,5556.00,0.95,0.91,0.1227830,
Kepler-1013,Transit,1,18.93054959,,,,0.192,4954.00,0.81,0.76,0.1393300,
Kepler-1014,Transit,1,16.57110363,,,,0.213,5388.00,0.88,0.84,0.1233870,
Kepler-1015,Transit,1,16.00494214,,,,0.317,6769.00,1.49,1.81,0.2693670,
Kepler-1016,Transit,2,1.95452434,,,,0.194,5821.00,0.99,1.00,0.0873300,
Kepler-1016,Transit,2,105.65513690,,,,0.328,5821.00,0.99,1.00,0.3851200,
Kepler-1017,Transit,1,7.23400469,,,,0.178,5473.00,0.93,0.87,0.0902000,
Kepler-1018,Transit,1,49.10135140,,,,0.230,5518.00,0.91,0.88,0.2634600,
Kepler-1019,Transit,1,1.41122985,,,,0.130,4433.00,0.70,0.67,0.0579670,
Kepler-102,Transit,5,5.28696000,,,0.01353,0.042,4909.00,0.81,0.76,,
Kepler-102,Transit,5,7.07142000,,,0.00944,0.052,4909.00,0.81,0.76,,
Kepler-102,Transit,5,10.31170000,,,0.01200,0.105,4909.00,0.81,0.76,,
Kepler-102,Transit,5,16.14570000,,,0.02800,0.198,4909.00,0.81,0.76,,
Kepler-102,Transit,5,27.45360000,,,0.01636,0.079,4909.00,0.81,0.76,,
Kepler-1020,Transit,1,96.91514960,,,,0.203,5227.00,0.87,0.80,0.2498500,
Kepler-1021,Transit,1,13.47469571,,,,0.208,5431.00,0.89,0.86,0.1090580,
Kepler-1022,Transit,1,10.99469878,,,,0.211,4445.00,0.71,0.68,0.0684750,
Kepler-1023,Transit,1,62.13877140,,,,0.235,5494.00,0.93,0.89,0.1732420,
Kepler-1024,Transit,1,66.41621330,,,,0.349,5143.00,0.81,0.78,0.2902100,
Kepler-1025,Transit,1,37.32294930,,,,0.177,6089.00,1.09,1.13,0.2925290,
Kepler-1026,Transit,1,36.51560530,,,,0.197,4948.00,0.79,0.75,0.1495000,
Kepler-1027,Transit,1,1.90780520,,,,0.079,5436.00,0.91,0.82,0.0772130,
Kepler-1028,Transit,1,2.51462432,,,,0.119,5522.00,0.90,0.87,0.0670540,
Kepler-1029,Transit,1,4.41769648,,,,0.112,5030.00,0.82,0.77,0.0798370,
Kepler-103,Transit,2,15.96540000,,,0.03100,0.301,5845.00,1.09,1.44,,
Kepler-103,Transit,2,179.61200000,,,0.11400,0.459,5845.00,1.09,1.44,,
Kepler-1030,Transit,1,19.32952416,,,,0.221,4983.00,0.80,0.76,0.1570870,
Kepler-1031,Transit,1,1.22621732,,,,0.078,6011.00,1.09,1.12,0.0895250,
Kepler-1032,Transit,1,3.29011795,,,,0.167,4647.00,0.77,0.71,0.0644540,
Kepler-1033,Transit,1,7.56052806,,,,0.224,5547.00,0.94,0.92,0.1594250,
Kepler-1034,Transit,1,12.12400943,,,,0.202,5198.00,0.83,0.80,0.1380670,
Kepler-1035,Transit,1,2.71407755,,,,0.104,5763.00,0.98,0.97,0.0525750,
Kepler-1036,Transit,1,122.88080580,,,,0.269,5533.00,0.95,0.89,0.3450400,
Kepler-1037,Transit,1,1.06378867,,,,0.114,5105.00,0.82,0.78,0.0448500,
Kepler-1038,Transit,1,148.46033820,,,,0.315,5335.00,0.87,0.83,0.2250800,
Kepler-1039,Transit,1,0.93488424,,,,0.130,4870.00,0.79,0.74,0.0590580,
Kepler-104,Transit,3,11.42754800,0.094000,,,0.277,5711.00,,1.35,0.1902000,
Kepler-104,Transit,3,23.66820500,0.153000,,,0.279,5711.00,,1.35,0.2447000,
Kepler-104,Transit,3,51.75539400,0.257000,,,0.319,5711.00,,1.35,0.3110000,
Kepler-1040,Transit,1,201.12140000,,,,0.186,5694.00,0.98,0.96,0.4406200,
Kepler-1041,Transit,1,24.75764210,,,,0.262,5957.00,1.06,1.08,0.3067100,
Kepler-1042,Transit,1,10.13202575,,,,0.195,4815.00,0.75,0.72,0.1307330,
Kepler-1043,Transit,1,38.50533980,,,,0.227,5629.00,0.92,0.90,0.2488700,
Kepler-1044,Transit,1,6.77408868,,,,0.238,5985.00,1.08,1.11,0.1091500,
Kepler-1045,Transit,1,26.41045478,,,,0.240,5301.00,0.86,0.82,0.1248300,
Kepler-1046,Transit,1,14.37508035,,,,0.153,5913.00,1.04,1.04,0.1235750,
Kepler-1047,Transit,2,56.18868870,,,,0.186,5754.00,1.08,1.13,0.2537100,
Kepler-1047,Transit,2,3.18897601,,,,0.088,5754.00,1.08,1.13,0.1038000,
Kepler-1048,Transit,1,6.92101021,,,,0.144,4651.00,0.75,0.70,0.1769540,
Kepler-1049,Transit,1,3.27346074,,,,0.085,3864.00,0.51,0.49,0.0738830,
Kepler-105,Transit,2,5.41220000,0.066000,0.470000,,0.429,5827.00,0.96,0.89,0.1375000,8.900000
Kepler-105,Transit,2,7.12620000,,,0.01447,0.117,5827.00,0.96,0.89,,
Kepler-1050,Transit,2,15.37875460,,,,0.143,6010.00,1.09,1.13,0.1822100,
Kepler-1050,Transit,2,21.12845690,,,,0.132,6010.00,1.09,1.13,0.1578800,
Kepler-1051,Transit,1,25.96200249,,,,0.303,6675.00,1.43,1.73,0.2612330,
Kepler-1052,Transit,1,34.85382760,,,,0.261,5888.00,1.03,1.03,0.2232380,
Kepler-1053,Transit,1,2.41435165,,,,0.087,4529.00,0.74,0.69,0.0510330,
Kepler-1054,Transit,1,4.30655689,,,,0.235,6209.00,1.22,1.34,0.1695710,
Kepler-1055,Transit,1,2.29503623,,,,0.110,5723.00,0.98,0.94,0.0685790,
Kepler-1056,Transit,1,27.49560600,,,,0.269,6127.00,1.12,1.20,0.2093300,
Kepler-1057,Transit,1,14.08827448,,,,0.300,5987.00,1.07,1.10,0.1733960,
Kepler-1058,Transit,1,110.96546000,,,,0.243,4644.00,0.73,0.69,0.5350400,
Kepler-1059,Transit,1,3.76419105,,,,0.154,4906.00,0.75,0.72,0.0858170,
Kepler-106,Transit,4,6.16486000,,,0.01668,0.073,5858.00,1.00,1.04,,
Kepler-106,Transit,4,13.57080000,,,0.03300,0.223,5858.00,1.00,1.04,,
Kepler-106,Transit,4,23.98020000,,,0.02549,0.085,5858.00,1.00,1.04,,
Kepler-106,Transit,4,43.84450000,,,0.03500,0.228,5858.00,1.00,1.04,,
Kepler-1060,Transit,1,46.87793670,,,,0.212,5797.00,0.99,0.99,0.4014600,
Kepler-1061,Transit,1,2.75798267,,,,0.177,6067.00,1.09,1.07,0.0954420,
Kepler-1062,Transit,1,9.30412078,,,,0.157,4597.00,0.75,0.70,0.0788080,
Kepler-1063,Transit,1,14.07971466,,,,0.133,5945.00,1.09,1.14,0.0556420,
Kepler-1064,Transit,1,16.54080322,,,,0.138,5153.00,0.85,0.79,0.1060000,
Kepler-1065,Transit,2,3.60930891,,,,0.333,5635.00,0.94,0.93,0.0727000,
Kepler-1065,Transit,2,2.37030743,,,,0.143,5635.00,0.94,0.93,0.0768700,
Kepler-1066,Transit,1,1.93155984,,,,0.211,5762.00,0.98,0.98,0.0678460,
Kepler-1067,Transit,1,0.76212926,,,,0.071,5592.00,0.95,0.93,0.0448300,
Kepler-1068,Transit,1,16.92344113,,,,0.324,5806.00,1.01,1.01,0.1692420,
Kepler-1069,Transit,1,23.89902960,,,,0.143,5722.00,0.99,0.98,0.6550800,
Kepler-107,Transit,4,3.18002180,0.045440,0.000000,0.01104,0.137,5854.00,1.24,1.45,0.1513750,
Kepler-107,Transit,4,4.90145200,0.060640,0.000000,0.02954,0.142,5854.00,1.24,1.45,0.1778750,
Kepler-107,Transit,4,7.95839000,0.083770,0.000000,0.01196,0.077,5854.00,1.24,1.45,0.1741667,
Kepler-107,Transit,4,14.74914300,0.126390,0.000000,0.02706,0.259,5854.00,1.24,1.45,0.2548750,
Kepler-1070,Transit,1,6.22161470,,,,0.154,6261.00,1.21,1.32,0.1358580,
Kepler-1071,Transit,1,6.17998440,,,,0.212,5215.00,0.86,0.81,0.0877460,
Kepler-1072,Transit,1,1.56906650,,,,0.141,6199.00,1.20,1.32,0.1159790,
Kepler-1073,Transit,2,8.67888593,,,,0.205,5792.00,1.00,1.00,0.1450750,
Kepler-1073,Transit,2,4.02582254,,,,0.146,5792.00,1.00,1.00,0.1152710,
Kepler-1074,Transit,1,5.94566534,,,,0.112,4002.00,0.60,0.57,0.0905710,
Kepler-1075,Transit,1,1.52372816,,,,0.127,3959.00,0.56,0.54,0.0610500,
Kepler-1076,Transit,1,6.14727918,,,,0.071,4868.00,0.79,0.74,0.1151130,
Kepler-1077,Transit,1,34.35118740,,,,0.247,5816.00,1.02,1.02,0.1759200,
Kepler-1078,Transit,1,3.00725242,,,,0.170,5612.00,0.94,0.92,0.1806700,
Kepler-1079,Transit,1,13.24503188,,,,0.145,5758.00,1.08,1.36,0.1819600,
Kepler-108,Transit,2,49.18392100,0.292000,,,0.772,5854.00,,2.19,0.4699000,
Kepler-108,Transit,2,190.32349400,0.721000,,,0.730,5854.00,,2.19,0.6542000,
Kepler-1080,Transit,1,77.25483960,,,,0.293,5956.00,1.10,1.16,0.4289200,
Kepler-1081,Transit,1,3.85691855,,,,0.090,5345.00,0.88,0.84,0.0826620,
Kepler-1082,Transit,1,1.54320660,,,,0.100,5923.00,1.03,1.14,0.1087250,
Kepler-1083,Transit,1,33.41779930,,,,0.300,5049.00,0.81,0.77,0.1895400,
Kepler-1084,Transit,1,2.05333679,,,,0.099,6113.00,1.12,1.28,0.0989630,
Kepler-1085,Transit,1,219.32175280,,,,0.644,6000.00,1.11,1.14,0.5149200,
Kepler-1086,Transit,2,18.78425728,,,,0.218,4350.00,0.70,0.66,0.1347460,
Kepler-1086,Transit,2,161.51633450,,,,0.262,4350.00,0.70,0.66,0.2690000,
Kepler-1087,Transit,1,0.69384285,,,,0.054,5589.00,0.96,0.94,0.0634830,
Kepler-1088,Transit,1,23.12748644,,,,0.127,5975.00,1.08,1.08,0.2051300,
Kepler-1089,Transit,1,5.13248562,,,,0.163,3753.00,0.52,0.49,0.0679600,
Kepler-109,Transit,2,6.48163000,,,0.02297,0.211,5952.00,1.04,1.32,,
Kepler-109,Transit,2,21.22270000,,,0.06859,0.225,5952.00,1.04,1.32,,
Kepler-1090,Transit,1,198.68017900,,,,0.201,5321.00,0.86,0.82,0.3452900,
Kepler-1091,Transit,1,1.43474156,,,,0.130,5851.00,1.01,1.03,0.0783790,
Kepler-1092,Transit,1,58.60179250,,,,0.185,5862.00,0.99,1.00,0.2309600,
Kepler-1093,Transit,2,25.08246260,,,,0.174,6166.00,1.13,1.20,0.2648800,
Kepler-1093,Transit,2,89.72229200,,,,0.175,6166.00,1.13,1.20,0.4449200,
Kepler-1094,Transit,1,78.10002310,,,,0.284,6112.00,1.14,1.21,0.3467500,
Kepler-1095,Transit,1,4.27103091,,,,0.108,5658.00,0.94,0.92,0.0947330,
Kepler-1096,Transit,1,2.89221751,,,,0.111,4306.00,0.66,0.63,0.0569040,
Kepler-1097,Transit,1,187.74702900,,,,0.291,5211.00,0.82,0.79,0.2253300,
Kepler-1098,Transit,1,2.54307286,,,,0.116,5794.00,0.99,0.99,0.1145580,
Kepler-1099,Transit,1,2.16845259,,,,0.252,5837.00,1.01,1.00,0.0692120,
Kepler-11,Transit,6,10.30390000,0.091000,0.045000,0.00600,0.161,5663.00,0.96,1.06,0.1715000,18.550000
Kepler-11,Transit,6,13.02410000,0.107000,0.026000,0.00900,0.256,5663.00,0.96,1.06,0.1893000,21.690000
Kepler-11,Transit,6,22.68450000,0.155000,0.004000,0.02300,0.278,5663.00,0.96,1.06,0.2328000,31.390000
Kepler-11,Transit,6,31.99960000,0.195000,0.012000,0.02500,0.374,5663.00,0.96,1.06,0.1735000,39.480000
Kepler-11,Transit,6,46.68880000,0.250000,0.013000,0.00600,0.222,5663.00,0.96,1.06,0.2680000,50.790000
Kepler-11,Transit,6,118.38070000,0.466000,0.150000,0.07900,0.297,5663.00,0.96,1.06,0.3945000,94.400000
Kepler-110,Transit,2,12.69111200,0.107000,,,0.163,5960.00,,1.15,0.1565000,
Kepler-110,Transit,2,31.71977500,0.198000,,,0.197,5960.00,,1.15,0.2010000,
Kepler-1100,Transit,1,6.42200058,,,,0.156,6247.00,1.21,1.34,0.1108420,
Kepler-1101,Transit,1,81.31510590,,,,0.220,5614.00,0.94,0.91,0.2400800,
Kepler-1102,Transit,1,51.32856230,,,,0.237,5724.00,0.96,0.94,0.3932900,
Kepler-1103,Transit,1,19.79191978,,,,0.203,6092.00,1.11,1.15,0.1321700,
Kepler-1104,Transit,1,5.03728015,,,,0.110,6417.00,1.30,1.41,0.0785330,
Kepler-1105,Transit,1,4.42157218,,,,0.179,4299.00,0.71,0.68,0.0864540,
Kepler-1106,Transit,1,1.25275217,,,,0.147,6104.00,1.11,1.17,0.0864790,
Kepler-1107,Transit,1,0.57103852,,,,0.120,5268.00,0.86,0.82,0.0434200,
Kepler-1108,Transit,1,4.51005748,,,,0.130,5406.00,0.88,0.84,0.0900210,
Kepler-1109,Transit,1,37.64673840,,,,0.195,5893.00,1.05,1.06,0.2548800,
Kepler-111,Transit,2,3.34181500,0.046000,,,0.141,5952.00,,1.16,0.1154000,
Kepler-111,Transit,2,224.78460800,0.761000,,,0.651,5952.00,,1.16,0.4664000,
Kepler-1110,Transit,1,9.69312032,,,,0.237,4781.00,0.73,0.70,0.1149600,
