pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_radj,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
Kepler-278 b,Kepler-278,1,2,Transit,2014,30.159863,,,,0,829,4991,2.94,1.3
Kepler-278 b,Kepler-278,1,2,Transit,2014,30.159863,,,,0,829,4991,2.94,1.3
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.0771048,,,,0,702,5010,3.05,1.41
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.078775,0.32,,,,,4991,2.94,
Kepler-278 c,Kepler-278,1,2,Transit,2014,,0.302,,,,,5002,2.83,
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.0851,0.295,,,0.51,,4904.79,2.97,
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.075756,,,,0,696,4991,2.94,1.3
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.07464191,,,,,,4904.79,2.97,
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.075756,,,,0,696,4991,2.94,1.3
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.0802,,,,0,583,5128,1.83,1.08
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.076,0.267,,,,,4989,2.75,1.13
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.07632364,,,,,,4904.79,2.97,
Kepler-278 c,Kepler-278,1,2,Transit,2014,51.075756,,,,0,696,4991,2.94,1.3
Kepler-279 b,Kepler-279,1,3,Transit,2014,12.30948895,,,,,,6689.45,1.35,1.42
Kepler-279 b,Kepler-279,1,3,Transit,2014,,0.287,,,,,6363,1.43,
Kepler-279 b,Kepler-279,1,3,Transit,2014,12.30966003,,,,,,6689.45,1.35,1.42
Kepler-279 b,Kepler-279,1,3,Transit,2014,12.31,0.328,,,,,6488,1.66,1.32
Kepler-279 b,Kepler-279,1,3,Transit,2014,12.309681,0.323,,,,,6363,1.75,
Kepler-279 b,Kepler-279,1,3,Transit,2014,12.309717,,,,0,996,6779,1.27,1.31
Kepler-279 b,Kepler-279,1,3,Transit,2014,12.3097136,,,,0,941,6781,1.07,1.1
Kepler-279 b,Kepler-279,1,3,Transit,2014,12.3097136,,,,0,941,6781,1.07,1.1
Kepler-279 b,Kepler-279,1,3,Transit,2014,12.3097136,,,,0,941,6781,1.07,1.1
Kepler-279 b,Kepler-279,1,3,Transit,2014,12.30971679,,,,0,1104,6366,1.7,1.16
Kepler-279 c,Kepler-279,1,3,Transit,2013,35.74113,,,,0,699,6779,1.27,1.31
Kepler-279 c,Kepler-279,1,3,Transit,2013,35.7355719,,,,0,660,6781,1.07,1.1
Kepler-279 c,Kepler-279,1,3,Transit,2013,35.73432746,,,,,,6689.45,1.35,1.42
Kepler-279 c,Kepler-279,1,3,Transit,2013,35.735,0.49,7.4,0.3,,,,,1.2
Kepler-279 c,Kepler-279,1,3,Transit,2013,35.7355719,,,,0,660,6781,1.07,1.1
Kepler-279 c,Kepler-279,1,3,Transit,2013,,0.411,,,,,6363,1.43,
Kepler-279 c,Kepler-279,1,3,Transit,2013,35.7353616,,,,0,774,6366,1.7,1.16
Kepler-279 c,Kepler-279,1,3,Transit,2013,35.7355719,,,,0,660,6781,1.07,1.1
Kepler-279 c,Kepler-279,1,3,Transit,2013,35.736,0.5,,,,,6488,1.66,1.32
Kepler-279 c,Kepler-279,1,3,Transit,2013,35.736,0.384,49.4,,,,,1.07,1.1
Kepler-279 d,Kepler-279,1,3,Transit,2013,54.4205407,,,,0,574,6781,1.07,1.1
Kepler-279 d,Kepler-279,1,3,Transit,2013,54.4205407,,,,0,574,6781,1.07,1.1
Kepler-279 d,Kepler-279,1,3,Transit,2013,54.414,0.38,4.5,0.3,,,,,1.2
Kepler-279 d,Kepler-279,1,3,Transit,2013,,0.382,,,,,6363,1.43,
Kepler-279 d,Kepler-279,1,3,Transit,2013,54.414,0.277,37.5,,,,,1.07,1.1
Kepler-279 d,Kepler-279,1,3,Transit,2013,54.421,0.425,,,,,6488,1.66,1.32
Kepler-279 d,Kepler-279,1,3,Transit,2013,54.3995,,,,0,607,6779,1.27,1.31
Kepler-279 d,Kepler-279,1,3,Transit,2013,54.4205407,,,,0,574,6781,1.07,1.1
Kepler-279 d,Kepler-279,1,3,Transit,2013,54.41605504,,,,,,6689.45,1.35,1.42
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.912,0.261,8.8,,,,,0.57,0.59
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.9123,0.321,479.9,,,,4590,0.7,0.75
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.91227219,,,,,,4660.99,0.65,0.74
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.912,0.215,,,,,4690,0.71,0.77
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.912262,,,,0,694,4663,0.64,0.66
Kepler-28 b,Kepler-28,1,2,Transit,2011,,0.176,,,,,4674,0.65,
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.9122683,,,,0,585,4072,0.57,0.59
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.9122683,,,,0,585,4072,0.57,0.59
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.91227323,,,,0,585,4072,0.57,0.59
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.91212988,0.166,,,,583,4072,0.57,0.59
Kepler-28 b,Kepler-28,1,2,Transit,2011,5.9122683,,,,0,585,4072,0.57,0.59
Kepler-28 c,Kepler-28,1,2,Transit,2011,,0.168,,,,,4674,0.65,
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.98596954,0.154,,,,507,4072,0.57,0.59
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.9858,0.303,432.23,,,,4590,0.7,0.75
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.986,0.247,10.9,,,,,0.57,0.59
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.985847,,,,,,4660.99,0.65,0.74
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.986,0.215,,,,,4690,0.71,0.77
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.9857,,,,0,604,4663,0.64,0.66
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.98584768,,,,0,509,4072,0.57,0.59
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.98584768,,,,0,509,4072,0.57,0.59
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.98584768,,,,0,509,4072,0.57,0.59
Kepler-28 c,Kepler-28,1,2,Transit,2011,8.98581901,,,,0,509,4072,0.57,0.59
Kepler-280 b,Kepler-280,1,2,Transit,2014,2.1395563,,,,0,1425,5534,1.08,0.93
Kepler-280 b,Kepler-280,1,2,Transit,2014,2.139564,,,,0,1311,5738,0.86,0.96
Kepler-280 b,Kepler-280,1,2,Transit,2014,2.1395565,,,,0,1314,5741,0.86,0.93
Kepler-280 b,Kepler-280,1,2,Transit,2014,2.1395565,,,,0,1314,5741,0.86,0.93
Kepler-280 b,Kepler-280,1,2,Transit,2014,2.1395565,,,,0,1314,5741,0.86,0.93
Kepler-280 b,Kepler-280,1,2,Transit,2014,,0.144,,,,,5541,0.99,
Kepler-280 b,Kepler-280,1,2,Transit,2014,2.14,0.136,,,,,5657,0.93,0.96
Kepler-280 b,Kepler-280,1,2,Transit,2014,2.13953869,,,,,,5451.96,1.04,0.95
Kepler-280 b,Kepler-280,1,2,Transit,2014,2.13955119,,,,,,5451.96,1.04,0.95
Kepler-280 b,Kepler-280,1,2,Transit,2014,2.139542,0.129,,,,,5744,0.89,
Kepler-280 c,Kepler-280,1,2,Transit,2014,,0.242,,,,,5541,0.99,
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.807078,,,,0,1000,5738,0.86,0.96
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.80709959,,,,0,1004,5741,0.86,0.93
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.80709959,,,,0,1004,5741,0.86,0.93
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.80709959,,,,0,1004,5741,0.86,0.93
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.80710325,,,,0,1088,5534,1.08,0.93
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.80709998,,,,,,5451.96,1.04,0.95
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.807091,0.179,,,,,5744,0.89,
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.807,0.182,,,,,5657,0.93,0.96
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.80710342,,,,,,5451.96,1.04,0.95
Kepler-281 b,Kepler-281,1,2,Transit,2014,14.64613058,,,,0,694,5717,0.88,0.98
Kepler-281 b,Kepler-281,1,2,Transit,2014,14.646008,0.252,,,,,5723,0.9,
Kepler-281 b,Kepler-281,1,2,Transit,2014,14.64627064,,,,0,694,5717,0.88,0.98
Kepler-281 b,Kepler-281,1,2,Transit,2014,14.64614111,,,,,,5461,1.32,0.95
Kepler-281 b,Kepler-281,1,2,Transit,2014,14.64633684,,,,,,5461,1.32,0.95
Kepler-281 b,Kepler-281,1,2,Transit,2014,,0.289,,,,,5723,1.29,
Kepler-281 b,Kepler-281,1,2,Transit,2014,14.64627064,,,,0,694,5717,0.88,0.98
Kepler-281 b,Kepler-281,1,2,Transit,2014,14.646,0.215,,,,,5623,0.93,0.95
Kepler-281 b,Kepler-281,1,2,Transit,2014,14.64613,,,,0,676,5675,0.84,0.94
Kepler-281 b,Kepler-281,1,2,Transit,2014,14.64627064,,,,0,694,5717,0.88,0.98
Kepler-281 c,Kepler-281,1,2,Transit,2014,36.33725707,,,,,,5461,1.32,0.95
Kepler-281 c,Kepler-281,1,2,Transit,2014,36.337,0.506,,,,,5623,0.93,0.95
Kepler-281 c,Kepler-281,1,2,Transit,2014,,0.691,,,,,5723,1.29,
Kepler-281 c,Kepler-281,1,2,Transit,2014,36.337373,0.474,,,,,5723,0.9,
Kepler-281 c,Kepler-281,1,2,Transit,2014,36.33750453,,,,0,513,5717,0.88,0.98
Kepler-281 c,Kepler-281,1,2,Transit,2014,36.33755487,,,,,,5461,1.32,0.95
Kepler-281 c,Kepler-281,1,2,Transit,2014,36.33730238,,,,0,513,5717,0.88,0.98
Kepler-281 c,Kepler-281,1,2,Transit,2014,36.33730238,,,,0,513,5717,0.88,0.98
Kepler-281 c,Kepler-281,1,2,Transit,2014,36.33730238,,,,0,513,5717,0.88,0.98
Kepler-281 c,Kepler-281,1,2,Transit,2014,36.33767,,,,0,499,5675,0.84,0.94
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.2206889,,,,0,868,6102,0.89,0.97
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.2206889,,,,0,868,6102,0.89,0.97
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.2206889,,,,0,868,6102,0.89,0.97
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.2207691,,,,0,817,5600,0.87,0.79
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.220524,0.09,,,,,5602,0.9,
Kepler-282 b,Kepler-282,1,4,Transit,2014,,0.122,,,,,5656,1.16,
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.221,0.096,,,,,5699,0.89,0.9
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.22046636,,,,,,5848,1.1,1.06
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.22123,,,,0,910,6144,0.99,1.08
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.638723,0.107,,,,,5602,0.9,
Kepler-282 c,Kepler-282,1,4,Transit,2014,,0.131,,,,,5656,1.16,
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.6396648,,,,0,717,5600,0.87,0.79
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.64,0.112,,,,,5699,0.89,0.9
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.6382298,,,,,,5848,1.1,1.06
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.639525,,,,0,762,6102,0.89,0.97
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.639525,,,,0,762,6102,0.89,0.97
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.639525,,,,0,762,6102,0.89,0.97
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.63894,,,,0,796,6144,0.99,1.08
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.8056775,,,,0,588,5600,0.87,0.79
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.80565653,,,,,,5848,1.1,1.06
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.805734,,,,,,5848,1.1,1.06
Kepler-282 d,Kepler-282,1,4,Transit,2013,,0.257,,,,,5656,1.16,
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.806,0.219,61,,,,,0.89,0.97
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.806,0.208,,,,,5699,0.89,0.9
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.80446,,,,0,653,6144,0.99,1.08
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.80568031,,,,0,624,6102,0.89,0.97
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.80568031,,,,0,624,6102,0.89,0.97
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.80568031,,,,0,624,6102,0.89,0.97
Kepler-282 e,Kepler-282,1,4,Transit,2013,44.347,0.235,,,,,5699,0.89,0.9
Kepler-282 e,Kepler-282,1,4,Transit,2013,44.3470995,,,,0,515,6102,0.89,0.97
Kepler-282 e,Kepler-282,1,4,Transit,2013,44.3470995,,,,0,515,6102,0.89,0.97
Kepler-282 e,Kepler-282,1,4,Transit,2013,44.3470995,,,,0,515,6102,0.89,0.97
Kepler-282 e,Kepler-282,1,4,Transit,2013,44.34713,,,,0,538,6144,0.99,1.08
Kepler-282 e,Kepler-282,1,4,Transit,2013,,0.291,,,,,5656,1.16,
Kepler-282 e,Kepler-282,1,4,Transit,2013,44.347,0.277,56.2,,,,,0.89,0.97
Kepler-282 e,Kepler-282,1,4,Transit,2013,44.34738006,,,,,,5848,1.1,1.06
Kepler-282 e,Kepler-282,1,4,Transit,2013,44.34738481,,,,,,5848,1.1,1.06
Kepler-282 e,Kepler-282,1,4,Transit,2013,44.3471936,,,,0,484,5600,0.87,0.79
Kepler-283 b,Kepler-283,1,2,Transit,2014,,0.273,,,,,4141,0.63,0.66
Kepler-283 b,Kepler-283,1,2,Transit,2014,,0.211,,,,,4141,0.64,
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.008151,0.19,,,,,4351,0.57,
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.00823021,0.307,,,,651,5189,0.72,0.76
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.00817635,,,,0,488,4141,0.58,0.6
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.00815926,,,,0,653,5189,0.72,0.76
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.00815926,,,,0,653,5189,0.72,0.76
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.00815926,,,,0,653,5189,0.72,0.76
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.008121,,,,0,501,4327,0.57,0.6
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.00816627,,,,,,4250,0.63,0.66
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.008,0.24,,,,,4251,0.6,0.63
Kepler-283 b,Kepler-283,1,2,Transit,2014,11.008163,,,,,,4250,0.63,0.66
Kepler-283 c,Kepler-283,1,2,Transit,2014,,0.206,,,,,4141,0.63,0.66
Kepler-283 c,Kepler-283,1,2,Transit,2014,,0.183,,,,,4141,0.64,
Kepler-283 c,Kepler-283,1,2,Transit,2014,92.743711,0.162,,,,,4351,0.57,
Kepler-283 c,Kepler-283,1,2,Transit,2014,92.7495777,,,,0,240,4141,0.58,0.6
Kepler-283 c,Kepler-283,1,2,Transit,2014,92.749023,,,,0,321,5189,0.72,0.76
Kepler-283 c,Kepler-283,1,2,Transit,2014,92.74812144,,,,,,4250,0.63,0.66
Kepler-283 c,Kepler-283,1,2,Transit,2014,92.749023,,,,0,321,5189,0.72,0.76
Kepler-283 c,Kepler-283,1,2,Transit,2014,92.7388,,,,0,247,4327,0.57,0.6
Kepler-283 c,Kepler-283,1,2,Transit,2014,92.74935577,,,,,,4250,0.63,0.66
Kepler-283 c,Kepler-283,1,2,Transit,2014,92.749,2.882,,,,,4251,0.6,0.63
Kepler-283 c,Kepler-283,1,2,Transit,2014,92.749023,,,,0,321,5189,0.72,0.76
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.69906,,,,0,692,5603,0.82,0.92
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.69905011,,,,0,686,5291,0.88,0.88
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.699149,0.2,,,,,5615,0.81,
Kepler-284 b,Kepler-284,1,2,Transit,2014,,0.205,,,,,5219,0.77,
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.699,0.229,,,,,5487,0.87,0.91
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.6990485,,,,,,5366,0.78,0.93
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.69906344,,,,,,5366,0.78,0.93
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.69902995,,,,0,701,5614,0.83,0.91
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.69902995,,,,0,701,5614,0.83,0.91
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.69902995,,,,0,701,5614,0.83,0.91
Kepler-284 c,Kepler-284,1,2,Transit,2014,37.5142128,,,,0,478,5291,0.88,0.88
Kepler-284 c,Kepler-284,1,2,Transit,2014,37.5140693,,,,0,489,5614,0.83,0.91
Kepler-284 c,Kepler-284,1,2,Transit,2014,37.5140693,,,,0,489,5614,0.83,0.91
Kepler-284 c,Kepler-284,1,2,Transit,2014,37.5140693,,,,0,489,5614,0.83,0.91
Kepler-284 c,Kepler-284,1,2,Transit,2014,37.51391,,,,0,483,5603,0.82,0.92
Kepler-284 c,Kepler-284,1,2,Transit,2014,,0.21,,,,,5219,0.77,
Kepler-284 c,Kepler-284,1,2,Transit,2014,37.51428788,,,,,,5366,0.78,0.93
Kepler-284 c,Kepler-284,1,2,Transit,2014,37.514,0.263,,,,,5487,0.87,0.91
Kepler-284 c,Kepler-284,1,2,Transit,2014,37.5141963,,,,,,5366,0.78,0.93
Kepler-284 c,Kepler-284,1,2,Transit,2014,37.514456,0.233,,,,,5615,0.81,
Kepler-285 b,Kepler-285,1,2,Transit,2014,2.63386536,,,,,,5282,0.87,0.91
Kepler-285 b,Kepler-285,1,2,Transit,2014,2.634,0.126,,,,,5300,0.81,0.85
Kepler-285 b,Kepler-285,1,2,Transit,2014,2.633893,,,,0,1092,5381,0.76,0.86
Kepler-285 b,Kepler-285,1,2,Transit,2014,2.63385723,,,,0,1125,5400,0.8,0.9
Kepler-285 b,Kepler-285,1,2,Transit,2014,2.633867,0.12,,,,,5411,0.81,
Kepler-285 b,Kepler-285,1,2,Transit,2014,2.63385723,,,,0,1125,5400,0.8,0.9
Kepler-285 b,Kepler-285,1,2,Transit,2014,2.63385253,,,,0,1131,5114,0.88,0.82
Kepler-285 b,Kepler-285,1,2,Transit,2014,,0.121,,,,,5296,0.86,
Kepler-285 b,Kepler-285,1,2,Transit,2014,2.63385723,,,,0,1125,5400,0.8,0.9
Kepler-285 c,Kepler-285,1,2,Transit,2014,6.18677,,,,0,825,5381,0.76,0.86
Kepler-285 c,Kepler-285,1,2,Transit,2014,,0.106,,,,,5296,0.86,
Kepler-285 c,Kepler-285,1,2,Transit,2014,6.186676,0.1,,,,,5411,0.81,
Kepler-285 c,Kepler-285,1,2,Transit,2014,6.18669653,,,,,,5282,0.87,0.91
Kepler-285 c,Kepler-285,1,2,Transit,2014,6.187,0.103,,,,,5300,0.81,0.85
Kepler-285 c,Kepler-285,1,2,Transit,2014,6.18666218,,,,0,847,5400,0.8,0.9
Kepler-285 c,Kepler-285,1,2,Transit,2014,6.18666218,,,,0,847,5400,0.8,0.9
Kepler-285 c,Kepler-285,1,2,Transit,2014,6.18670882,,,,0,851,5114,0.88,0.82
Kepler-285 c,Kepler-285,1,2,Transit,2014,6.18666218,,,,0,847,5400,0.8,0.9
Kepler-286 b,Kepler-286,1,4,Transit,2014,1.796302,0.111,,,,,5580,0.86,
Kepler-286 b,Kepler-286,1,4,Transit,2014,,0.114,,,,,5559,0.88,
Kepler-286 b,Kepler-286,1,4,Transit,2014,1.796,0.124,,,,,5742,0.91,0.96
Kepler-286 b,Kepler-286,1,4,Transit,2014,1.796311,,,,0,1489,5969,0.93,1.03
Kepler-286 b,Kepler-286,1,4,Transit,2014,1.79632095,,,,0,1367,5576,0.83,0.8
Kepler-286 b,Kepler-286,1,4,Transit,2014,1.79632439,,,,0,1476,5970,0.91,1
Kepler-286 b,Kepler-286,1,4,Transit,2014,1.79632439,,,,0,1476,5970,0.91,1
Kepler-286 b,Kepler-286,1,4,Transit,2014,1.79629794,,,,,,5600,0.93,0.99
Kepler-286 b,Kepler-286,1,4,Transit,2014,1.79632439,,,,0,1476,5970,0.91,1
Kepler-286 c,Kepler-286,1,4,Transit,2014,3.468095,0.122,,,,,5580,0.86,
Kepler-286 c,Kepler-286,1,4,Transit,2014,,0.122,,,,,5559,0.88,
Kepler-286 c,Kepler-286,1,4,Transit,2014,3.468,0.133,,,,,5742,0.91,0.96
Kepler-286 c,Kepler-286,1,4,Transit,2014,3.46803445,,,,,,5600,0.93,0.99
Kepler-286 c,Kepler-286,1,4,Transit,2014,3.468052,,,,0,1196,5969,0.93,1.03
Kepler-286 c,Kepler-286,1,4,Transit,2014,3.46808239,,,,0,1186,5970,0.91,1
Kepler-286 c,Kepler-286,1,4,Transit,2014,3.46808239,,,,0,1186,5970,0.91,1
Kepler-286 c,Kepler-286,1,4,Transit,2014,3.46808239,,,,0,1186,5970,0.91,1
Kepler-286 c,Kepler-286,1,4,Transit,2014,3.468073,,,,0,1098,5576,0.83,0.8
Kepler-286 d,Kepler-286,1,4,Transit,2014,5.91428767,,,,0,992,5970,0.91,1
Kepler-286 d,Kepler-286,1,4,Transit,2014,5.91428767,,,,0,992,5970,0.91,1
Kepler-286 d,Kepler-286,1,4,Transit,2014,5.91428767,,,,0,992,5970,0.91,1
Kepler-286 d,Kepler-286,1,4,Transit,2014,5.9142668,,,,0,919,5576,0.83,0.8
Kepler-286 d,Kepler-286,1,4,Transit,2014,5.914323,0.119,,,,,5580,0.86,
Kepler-286 d,Kepler-286,1,4,Transit,2014,,0.124,,,,,5559,0.88,
Kepler-286 d,Kepler-286,1,4,Transit,2014,5.914,0.133,,,,,5742,0.91,0.96
Kepler-286 d,Kepler-286,1,4,Transit,2014,5.914256,,,,0,995,5969,0.93,1.03
Kepler-286 d,Kepler-286,1,4,Transit,2014,5.91430094,,,,,,5600,0.93,0.99
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.222,0.16,,,,,5742,0.91,0.96
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.2215101,,,,0,582,5970,0.91,1
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.221289,0.158,,,,,5580,0.86,
Kepler-286 e,Kepler-286,1,4,Transit,2014,,0.171,,,,,5559,0.88,
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.22144,,,,0,587,5969,0.93,1.03
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.22123577,,,,,,5600,0.93,0.99
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.2215101,,,,0,582,5970,0.91,1
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.2215101,,,,0,582,5970,0.91,1
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.2214959,,,,0,539,5576,0.83,0.8
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.22126129,,,,,,5600,0.93,0.99
Kepler-287 b,Kepler-287,1,2,Transit,2014,20.34234237,,,,0,680,5800,1.01,0.95
Kepler-287 b,Kepler-287,1,2,Transit,2014,20.342199,0.208,,,,,5806,1.03,
Kepler-287 b,Kepler-287,1,2,Transit,2014,,0.221,,,,,5547,0.92,
Kepler-287 b,Kepler-287,1,2,Transit,2014,20.34212338,,,,,,5486.3,0.95,0.96
Kepler-287 b,Kepler-287,1,2,Transit,2014,20.34234237,,,,0,680,5800,1.01,0.95
Kepler-287 b,Kepler-287,1,2,Transit,2014,20.34237838,,,,0,667,5514,1.07,0.93
Kepler-287 b,Kepler-287,1,2,Transit,2014,20.342,0.203,,,,,5648,0.95,0.97
Kepler-287 b,Kepler-287,1,2,Transit,2014,20.34229,,,,0,677,5779,1,0.93
Kepler-287 b,Kepler-287,1,2,Transit,2014,20.34234237,,,,0,680,5800,1.01,0.95
Kepler-287 b,Kepler-287,1,2,Transit,2014,20.34230286,,,,,,5486.3,0.95,0.96
Kepler-287 c,Kepler-287,1,2,Transit,2014,44.85199,,,,0,520,5779,1,0.93
Kepler-287 c,Kepler-287,1,2,Transit,2014,44.851896,0.291,,,,,5806,1.03,
Kepler-287 c,Kepler-287,1,2,Transit,2014,,0.257,,,,,5547,0.92,
Kepler-287 c,Kepler-287,1,2,Transit,2014,44.851978,,,,,,5486.3,0.95,0.96
Kepler-287 c,Kepler-287,1,2,Transit,2014,44.852,0.294,,,,,5648,0.95,0.97
Kepler-287 c,Kepler-287,1,2,Transit,2014,44.8521071,,,,0,522,5800,1.01,0.95
Kepler-287 c,Kepler-287,1,2,Transit,2014,44.8521071,,,,0,522,5800,1.01,0.95
Kepler-287 c,Kepler-287,1,2,Transit,2014,44.8520997,,,,0,513,5514,1.07,0.93
Kepler-287 c,Kepler-287,1,2,Transit,2014,44.8521071,,,,0,522,5800,1.01,0.95
Kepler-288 b,Kepler-288,1,3,Transit,2014,6.097326,0.149,,,,,5918,1.09,
Kepler-288 b,Kepler-288,1,3,Transit,2014,,0.139,,,,,5698,1.07,
Kepler-288 b,Kepler-288,1,3,Transit,2014,6.09742549,,,,,,5670,1.11,1.01
Kepler-288 b,Kepler-288,1,3,Transit,2014,6.098,0.14,,,,,5837,1.02,1.03
Kepler-288 b,Kepler-288,1,3,Transit,2014,6.09747233,,,,0,1197,5661,1.52,1.04
Kepler-288 b,Kepler-288,1,3,Transit,2014,6.09750607,,,,0,1068,5918,1.07,0.93
Kepler-288 b,Kepler-288,1,3,Transit,2014,6.09750607,,,,0,1068,5918,1.07,0.93
Kepler-288 b,Kepler-288,1,3,Transit,2014,6.09750607,,,,0,1068,5918,1.07,0.93
Kepler-288 b,Kepler-288,1,3,Transit,2014,6.09741,,,,0,1035,5661,1.15,1.08
Kepler-288 c,Kepler-288,1,3,Transit,2014,,0.251,,,,,5698,1.07,
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.305772,0.254,,,,,5918,1.09,
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.30572737,,,,,,5670,1.11,1.01
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.306,0.26,,,,,5837,1.02,1.03
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.30576136,,,,,,5670,1.11,1.01
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.30577159,,,,0,728,5918,1.07,0.93
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.30577159,,,,0,728,5918,1.07,0.93
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.30577159,,,,0,728,5918,1.07,0.93
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.30581662,,,,0,815,5661,1.52,1.04
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.30563,,,,0,703,5661,1.15,1.08
Kepler-288 d,Kepler-288,1,3,Transit,2014,56.637918,,,,0,570,5661,1.52,1.04
Kepler-288 d,Kepler-288,1,3,Transit,2014,56.6388791,,,,0,508,5918,1.07,0.93
