pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_radj,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
Kepler-94 c,Kepler-94,1,2,Radial Velocity,2014,820.3,,3126,,,,4781,0.76,0.81
Kepler-940 b,Kepler-940,1,1,Transit,2016,,0.287,,,,,6120,0.88,
Kepler-940 b,Kepler-940,1,1,Transit,2016,59.62244932,,,,,,5505.07,1.03,0.97
Kepler-940 b,Kepler-940,1,1,Transit,2016,59.62217,,,,0,478,6095,0.96,1.06
Kepler-940 b,Kepler-940,1,1,Transit,2016,59.62209462,,,,,,5505.07,1.03,0.97
Kepler-940 b,Kepler-940,1,1,Transit,2016,59.623,0.298,,,,,5769,0.96,0.97
Kepler-940 b,Kepler-940,1,1,Transit,2016,59.6225257,,,,0,486,6108,1,1.07
Kepler-940 b,Kepler-940,1,1,Transit,2016,59.6225257,,,,0,486,6108,1,1.07
Kepler-940 b,Kepler-940,1,1,Transit,2016,59.6225257,,,,0,486,6108,1,1.07
Kepler-940 b,Kepler-940,1,1,Transit,2016,59.6222627,,,,0,486,6108,1,1.07
Kepler-941 b,Kepler-941,1,1,Transit,2016,17.42395198,,,,0,722,6018,0.97,0.99
Kepler-941 b,Kepler-941,1,1,Transit,2016,17.42395198,,,,0,722,6018,0.97,0.99
Kepler-941 b,Kepler-941,1,1,Transit,2016,17.42459,,,,0,693,5753,1.01,1.07
Kepler-941 b,Kepler-941,1,1,Transit,2016,17.42396691,,,,,,5312.02,0.93,0.91
Kepler-941 b,Kepler-941,1,1,Transit,2016,17.42393582,,,,0,722,6018,0.97,0.99
Kepler-941 b,Kepler-941,1,1,Transit,2016,,0.251,,,,,6018,0.83,
Kepler-941 b,Kepler-941,1,1,Transit,2016,17.424,0.275,,,,,5539,0.86,0.89
Kepler-941 b,Kepler-941,1,1,Transit,2016,17.42392898,,,,,,5312.02,0.93,0.91
Kepler-941 b,Kepler-941,1,1,Transit,2016,17.42395198,,,,0,722,6018,0.97,0.99
Kepler-942 b,Kepler-942,1,1,Transit,2016,44.96417488,,,,0,367,4684,0.71,0.74
Kepler-942 b,Kepler-942,1,1,Transit,2016,44.96417488,,,,0,367,4684,0.71,0.74
Kepler-942 b,Kepler-942,1,1,Transit,2016,44.96407458,,,,0,379,4827,0.73,0.82
Kepler-942 b,Kepler-942,1,1,Transit,2016,44.96417488,,,,0,367,4684,0.71,0.74
Kepler-942 b,Kepler-942,1,1,Transit,2016,44.964,0.19,,,,,4861,0.75,0.81
Kepler-942 b,Kepler-942,1,1,Transit,2016,44.96393,,,,0,362,4732,0.65,0.68
Kepler-942 b,Kepler-942,1,1,Transit,2016,,0.184,,,,,4768,0.75,
Kepler-942 b,Kepler-942,1,1,Transit,2016,44.9641254,,,,,,4719.72,0.76,0.76
Kepler-943 b,Kepler-943,1,1,Transit,2016,49.77001616,,,,,,5580,1.71,0.99
Kepler-943 b,Kepler-943,1,1,Transit,2016,,0.964,,,,,5774,1.73,
Kepler-943 b,Kepler-943,1,1,Transit,2016,49.7701438,,,,0,457,5782,0.82,0.9
Kepler-943 b,Kepler-943,1,1,Transit,2016,49.76999,,,,0,464,5793,0.87,0.97
Kepler-943 b,Kepler-943,1,1,Transit,2016,49.7701438,,,,0,457,5782,0.82,0.9
Kepler-943 b,Kepler-943,1,1,Transit,2016,49.77,0.529,,,,,5612,0.91,0.93
Kepler-943 b,Kepler-943,1,1,Transit,2016,49.76903547,,,,,,5580,1.71,0.99
Kepler-943 b,Kepler-943,1,1,Transit,2016,49.7700907,,,,0,455,5774,0.82,0.91
Kepler-943 b,Kepler-943,1,1,Transit,2016,49.7701438,,,,0,457,5782,0.82,0.9
Kepler-944 b,Kepler-944,1,1,Transit,2016,43.31690377,,,,,,5458.53,1.02,0.95
Kepler-944 b,Kepler-944,1,1,Transit,2016,,0.299,,,,,5656,1.07,
Kepler-944 b,Kepler-944,1,1,Transit,2016,43.31688,,,,0,473,5691,0.84,0.95
Kepler-944 b,Kepler-944,1,1,Transit,2016,43.31650965,,,,,,5458.53,1.02,0.95
Kepler-944 b,Kepler-944,1,1,Transit,2016,43.317,0.235,,,,,5409,0.83,0.86
Kepler-944 b,Kepler-944,1,1,Transit,2016,43.3167427,,,,0,459,5654,0.77,0.86
Kepler-944 b,Kepler-944,1,1,Transit,2016,43.3167737,,,,0,463,5668,0.79,0.85
Kepler-944 b,Kepler-944,1,1,Transit,2016,43.3167737,,,,0,463,5668,0.79,0.85
Kepler-944 b,Kepler-944,1,1,Transit,2016,43.3167737,,,,0,463,5668,0.79,0.85
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.00308636,,,,,,5689,1.06,1.01
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.0033072,,,,0,616,6090,1.07,1.17
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.0033814,,,,0,609,6108,1.03,1.13
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.0033814,,,,0,609,6108,1.03,1.13
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.00288579,,,,,,5689,1.06,1.01
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.0031,,,,0,581,6021,0.94,1.04
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.003,0.235,,,,,5718,0.97,0.97
Kepler-945 b,Kepler-945,1,1,Transit,2016,,0.231,,,,,6130,1.02,
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.0033814,,,,0,609,6108,1.03,1.13
Kepler-946 b,Kepler-946,1,1,Transit,2016,,0.211,,,,,5619,1.18,
Kepler-946 b,Kepler-946,1,1,Transit,2016,11.79144279,,,,,,5849,1.14,1.06
Kepler-946 b,Kepler-946,1,1,Transit,2016,11.792,0.172,,,,,5665,0.93,0.94
Kepler-946 b,Kepler-946,1,1,Transit,2016,11.79174,,,,0,793,5973,0.93,1.02
Kepler-946 b,Kepler-946,1,1,Transit,2016,11.79162572,,,,0,770,5945,0.86,0.95
Kepler-946 b,Kepler-946,1,1,Transit,2016,11.79162572,,,,0,770,5945,0.86,0.95
Kepler-946 b,Kepler-946,1,1,Transit,2016,11.79161234,,,,0,857,5619,1.2,0.96
Kepler-946 b,Kepler-946,1,1,Transit,2016,11.79162572,,,,0,770,5945,0.86,0.95
Kepler-947 b,Kepler-947,1,1,Transit,2016,26.964,0.203,,,,,5508,0.87,0.9
Kepler-947 b,Kepler-947,1,1,Transit,2016,26.964501,,,,0,573,5754,0.91,1.02
Kepler-947 b,Kepler-947,1,1,Transit,2016,26.9644317,,,,0,573,5754,0.91,1.02
Kepler-947 b,Kepler-947,1,1,Transit,2016,26.9644317,,,,0,573,5754,0.91,1.02
Kepler-947 b,Kepler-947,1,1,Transit,2016,26.9644317,,,,0,573,5754,0.91,1.02
Kepler-947 b,Kepler-947,1,1,Transit,2016,26.96447,,,,0,555,5697,0.84,0.95
Kepler-947 b,Kepler-947,1,1,Transit,2016,26.96446827,,,,,,5490,1.3,0.96
Kepler-947 b,Kepler-947,1,1,Transit,2016,26.96456482,,,,,,5490,1.3,0.96
Kepler-947 b,Kepler-947,1,1,Transit,2016,,0.279,,,,,5761,1.29,
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.76846622,,,,0,900,5798,0.92,0.91
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.76855241,,,,,,5501.23,0.97,0.96
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.7684356,,,,,,5501.23,0.97,0.96
Kepler-948 b,Kepler-948,1,1,Transit,2016,,0.124,,,,,5450,0.94,
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.768,0.165,,,,,5679,0.94,0.96
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.76846622,,,,0,900,5798,0.92,0.91
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.76846622,,,,0,900,5798,0.92,0.91
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.76845639,,,,0,841,5447,0.92,0.93
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.768552,,,,0,906,5800,0.94,0.95
Kepler-949 b,Kepler-949,1,1,Transit,2016,8.689,0.26,,,,,5403,0.86,0.89
Kepler-949 b,Kepler-949,1,1,Transit,2016,,0.218,,,,,5130,0.75,
Kepler-949 b,Kepler-949,1,1,Transit,2016,8.68930122,,,,0,782,5211,0.9,0.82
Kepler-949 b,Kepler-949,1,1,Transit,2016,8.6893073,,,,0,782,5211,0.9,0.82
Kepler-949 b,Kepler-949,1,1,Transit,2016,8.6893073,,,,0,782,5211,0.9,0.82
Kepler-949 b,Kepler-949,1,1,Transit,2016,8.68929351,,,,,,5088.18,0.77,0.85
Kepler-949 b,Kepler-949,1,1,Transit,2016,8.68930632,,,,,,5088.18,0.77,0.85
Kepler-949 b,Kepler-949,1,1,Transit,2016,8.689298,,,,0,729,5145,0.79,0.76
Kepler-949 b,Kepler-949,1,1,Transit,2016,8.6893073,,,,0,782,5211,0.9,0.82
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.52306746,,,,0,927,5644,1.41,1.05
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.52307584,,,,,,5632,1.45,1
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.52307274,,,,,,5632,1.45,1
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.52306995,,,,0,934,5699,1.42,1.08
Kepler-95 b,Kepler-95,1,1,Transit,2014,,0.281,,,,,5654,1.42,
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.52306995,,,,0,934,5699,1.42,1.08
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.523063,,,,0,823,5714,1.09,1.07
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.523,0.271,,,,,5720,1.4,1.05
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.5231,0.305,13,1.71,,,5699,1.41,1.08
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.52306995,,,,0,934,5699,1.42,1.08
Kepler-950 b,Kepler-950,1,1,Transit,2016,98.7179332,,,,0,360,5808,0.79,0.87
Kepler-950 b,Kepler-950,1,1,Transit,2016,98.7180406,,,,0,363,5838,0.79,0.87
Kepler-950 b,Kepler-950,1,1,Transit,2016,98.7180406,,,,0,363,5838,0.79,0.87
Kepler-950 b,Kepler-950,1,1,Transit,2016,98.7180406,,,,0,363,5838,0.79,0.87
Kepler-950 b,Kepler-950,1,1,Transit,2016,98.7187,,,,0,378,5866,0.89,0.99
Kepler-950 b,Kepler-950,1,1,Transit,2016,98.718,0.801,,,,,5857,1.02,1.02
Kepler-950 b,Kepler-950,1,1,Transit,2016,98.7180961,,,,,,5776,1.5,1.04
Kepler-950 b,Kepler-950,1,1,Transit,2016,98.71794837,,,,,,5776,1.5,1.04
Kepler-950 b,Kepler-950,1,1,Transit,2016,,1.202,,,,,5819,1.51,
Kepler-951 b,Kepler-951,2,1,Transit,2016,71.52530845,,,,0,346,4850,0.81,0.79
Kepler-951 b,Kepler-951,2,1,Transit,2016,71.52533237,,,,,,4689,0.72,0.75
Kepler-951 b,Kepler-951,2,1,Transit,2016,71.52622,,,,0,373,4683,1.06,0.9
Kepler-951 b,Kepler-951,2,1,Transit,2016,71.52543938,,,,0,340,4855,0.78,0.77
Kepler-951 b,Kepler-951,2,1,Transit,2016,,0.455,,,,,4850,0.69,
Kepler-951 b,Kepler-951,2,1,Transit,2016,71.52530845,,,,0,346,4850,0.81,0.79
Kepler-951 b,Kepler-951,2,1,Transit,2016,71.52530845,,,,0,346,4850,0.81,0.79
Kepler-951 b,Kepler-951,2,1,Transit,2016,71.52539312,,,,,,4689,0.72,0.75
Kepler-951 b,Kepler-951,2,1,Transit,2016,71.525,0.499,,,,,4834,0.73,0.77
Kepler-952 b,Kepler-952,1,1,Transit,2016,130.35496133,,,,,,5637,1.17,1
Kepler-952 b,Kepler-952,1,1,Transit,2016,130.3546919,,,,0,369,5970,1.01,1.09
Kepler-952 b,Kepler-952,1,1,Transit,2016,130.35464842,,,,,,5637,1.17,1
Kepler-952 b,Kepler-952,1,1,Transit,2016,130.355,0.682,,,,,5730,0.99,1
Kepler-952 b,Kepler-952,1,1,Transit,2016,,0.737,,,,,5972,1.09,
Kepler-952 b,Kepler-952,1,1,Transit,2016,130.3546919,,,,0,369,5970,1.01,1.09
Kepler-952 b,Kepler-952,1,1,Transit,2016,130.35148,,,,0,359,5890,0.95,0.98
Kepler-952 b,Kepler-952,1,1,Transit,2016,130.3543929,,,,0,369,5970,1.01,1.09
Kepler-952 b,Kepler-952,1,1,Transit,2016,130.3546919,,,,0,369,5970,1.01,1.09
Kepler-953 b,Kepler-953,1,2,Transit,2016,88.40655258,,,,0,397,5688,1,1.09
Kepler-953 b,Kepler-953,1,2,Transit,2016,88.40655258,,,,0,397,5688,1,1.09
Kepler-953 b,Kepler-953,1,2,Transit,2016,88.40655258,,,,0,397,5688,1,1.09
Kepler-953 b,Kepler-953,1,2,Transit,2016,88.40651396,,,,,,5328.63,,
Kepler-953 b,Kepler-953,1,2,Transit,2016,88.40678718,,,,0,410,5611,1.07,1.03
Kepler-953 b,Kepler-953,1,2,Transit,2016,88.40696499,,,,,,5328.63,,
Kepler-953 b,Kepler-953,1,2,Transit,2016,88.407,0.376,,,,,5416,0.99,0.95
Kepler-953 b,Kepler-953,1,2,Transit,2016,88.40703,,,,0,404,5689,1.04,1.09
Kepler-953 c,Kepler-953,1,2,Transit,2016,9.10967112,,,,0,846,5688,1,1.09
Kepler-953 c,Kepler-953,1,2,Transit,2016,9.10969334,,,,0,873,5611,1.07,1.03
Kepler-953 c,Kepler-953,1,2,Transit,2016,9.10967112,,,,0,846,5688,1,1.09
Kepler-953 c,Kepler-953,1,2,Transit,2016,9.10967112,,,,0,846,5688,1,1.09
Kepler-953 c,Kepler-953,1,2,Transit,2016,9.10971907,,,,,,5328.63,,
Kepler-953 c,Kepler-953,1,2,Transit,2016,9.11,0.106,,,,,5416,0.99,0.95
Kepler-953 c,Kepler-953,1,2,Transit,2016,9.10976851,,,,,,5328.63,,
Kepler-954 b,Kepler-954,1,1,Transit,2016,,0.196,,,,,5030,0.72,
Kepler-954 b,Kepler-954,1,1,Transit,2016,16.78175566,,,,,,4950.3,0.7,0.81
Kepler-954 b,Kepler-954,1,1,Transit,2016,16.78175811,,,,,,4950.3,0.7,0.81
Kepler-954 b,Kepler-954,1,1,Transit,2016,16.782,0.207,,,,,4990,0.76,0.82
Kepler-954 b,Kepler-954,1,1,Transit,2016,16.781774,,,,0,534,4907,0.7,0.71
Kepler-954 b,Kepler-954,1,1,Transit,2016,16.78176602,,,,0,558,4936,0.76,0.73
Kepler-954 b,Kepler-954,1,1,Transit,2016,16.78176602,,,,0,558,4936,0.76,0.73
Kepler-954 b,Kepler-954,1,1,Transit,2016,16.78175788,,,,0,545,4925,0.74,0.78
Kepler-954 b,Kepler-954,1,1,Transit,2016,16.78176602,,,,0,558,4936,0.76,0.73
Kepler-955 b,Kepler-955,1,1,Transit,2016,14.53245736,,,,,,5204,0.77,0.89
Kepler-955 b,Kepler-955,1,1,Transit,2016,14.532,0.279,,,,,5350,0.84,0.89
Kepler-955 b,Kepler-955,1,1,Transit,2016,14.53243361,,,,,,5204,0.77,0.89
Kepler-955 b,Kepler-955,1,1,Transit,2016,14.532271,,,,0,662,5331,0.86,0.8
Kepler-955 b,Kepler-955,1,1,Transit,2016,,0.234,,,,,5348,0.73,
Kepler-955 b,Kepler-955,1,1,Transit,2016,14.53244172,,,,0,664,5345,0.86,0.8
Kepler-955 b,Kepler-955,1,1,Transit,2016,14.53244172,,,,0,664,5345,0.86,0.8
Kepler-955 b,Kepler-955,1,1,Transit,2016,14.5324483,,,,0,664,5345,0.86,0.8
Kepler-955 b,Kepler-955,1,1,Transit,2016,14.53244172,,,,0,664,5345,0.86,0.8
Kepler-956 b,Kepler-956,1,1,Transit,2016,5.24866995,,,,,,5921.42,1.01,1.08
Kepler-956 b,Kepler-956,1,1,Transit,2016,5.249,0.268,,,,,6040,1.15,1.1
Kepler-956 b,Kepler-956,1,1,Transit,2016,,0.249,,,,,5918,0.99,
Kepler-956 b,Kepler-956,1,1,Transit,2016,5.24866761,,,,0,1056,5807,1.01,1.02
Kepler-956 b,Kepler-956,1,1,Transit,2016,5.24867263,,,,0,1106,6126,1.02,1.09
Kepler-956 b,Kepler-956,1,1,Transit,2016,5.24867263,,,,0,1106,6126,1.02,1.09
Kepler-956 b,Kepler-956,1,1,Transit,2016,5.24867263,,,,0,1106,6126,1.02,1.09
Kepler-956 b,Kepler-956,1,1,Transit,2016,5.248681,,,,0,1088,6103,0.98,1.07
Kepler-957 b,Kepler-957,1,1,Transit,2016,5.90741476,,,,0,769,4963,0.69,0.67
Kepler-957 b,Kepler-957,1,1,Transit,2016,,0.558,,,,,4961,0.85,
Kepler-957 b,Kepler-957,1,1,Transit,2016,5.90741354,,,,0,769,4963,0.69,0.67
Kepler-957 b,Kepler-957,1,1,Transit,2016,5.90741395,,,,,,4834.46,0.83,0.78
Kepler-957 b,Kepler-957,1,1,Transit,2016,5.907,0.491,,,,,4963,0.75,0.81
Kepler-957 b,Kepler-957,1,1,Transit,2016,5.90741389,,,,,,4834.46,0.83,0.78
Kepler-957 b,Kepler-957,1,1,Transit,2016,5.907393,,,,0,783,5008,0.73,0.73
Kepler-957 b,Kepler-957,1,1,Transit,2016,5.90741354,,,,0,769,4963,0.69,0.67
Kepler-957 b,Kepler-957,1,1,Transit,2016,5.90741354,,,,0,769,4963,0.69,0.67
Kepler-958 b,Kepler-958,1,1,Transit,2016,9.768,0.184,,,,,5421,0.86,0.91
Kepler-958 b,Kepler-958,1,1,Transit,2016,9.767805,,,,0,829,5506,0.98,0.84
Kepler-958 b,Kepler-958,1,1,Transit,2016,9.7678805,,,,0,848,5568,1.03,0.91
Kepler-958 b,Kepler-958,1,1,Transit,2016,9.7678805,,,,0,848,5568,1.03,0.91
Kepler-958 b,Kepler-958,1,1,Transit,2016,9.7678805,,,,0,848,5568,1.03,0.91
Kepler-958 b,Kepler-958,1,1,Transit,2016,9.76785911,,,,0,749,5371,0.85,0.86
Kepler-958 b,Kepler-958,1,1,Transit,2016,,0.221,,,,,5419,0.83,
Kepler-958 b,Kepler-958,1,1,Transit,2016,9.76787254,,,,,,5471.71,0.8,0.96
Kepler-959 b,Kepler-959,1,1,Transit,2016,14.80074836,,,,0,1035,7092,1.45,1.41
Kepler-959 b,Kepler-959,1,1,Transit,2016,14.80012,,,,0,1005,7063,1.37,1.39
Kepler-959 b,Kepler-959,1,1,Transit,2016,14.8008153,,,,,,6848.93,1.66,1.48
Kepler-959 b,Kepler-959,1,1,Transit,2016,14.801,0.391,,,,,7005,2.01,1.6
Kepler-959 b,Kepler-959,1,1,Transit,2016,14.80058555,,,,,,6848.93,1.66,1.48
Kepler-959 b,Kepler-959,1,1,Transit,2016,,0.349,,,,,6375,1.73,
Kepler-959 b,Kepler-959,1,1,Transit,2016,14.80074836,,,,0,1035,7092,1.45,1.41
Kepler-959 b,Kepler-959,1,1,Transit,2016,14.80075082,,,,0,1912,6327,7.66,2.65
Kepler-959 b,Kepler-959,1,1,Transit,2016,14.80074836,,,,0,1035,7092,1.45,1.41
Kepler-96 b,Kepler-96,1,1,Transit,2014,16.2385,0.238,8.46,2.26,,,5690,1.02,1
Kepler-96 b,Kepler-96,1,1,Transit,2014,16.23847733,,,,0,711,5683,0.99,0.95
Kepler-96 b,Kepler-96,1,1,Transit,2014,,0.234,,,,,5751,0.94,
Kepler-96 b,Kepler-96,1,1,Transit,2014,16.238,0.227,,,,,5825,1.02,1.03
Kepler-96 b,Kepler-96,1,1,Transit,2014,16.23845931,,,,,,5740,0.95,1.03
Kepler-96 b,Kepler-96,1,1,Transit,2014,16.238465,,,,0,716,5692,1.02,0.99
Kepler-96 b,Kepler-96,1,1,Transit,2014,16.23846777,,,,0,682,5763,0.9,1
Kepler-96 b,Kepler-96,1,1,Transit,2014,16.23846777,,,,0,682,5763,0.9,1
Kepler-96 b,Kepler-96,1,1,Transit,2014,16.23846777,,,,0,682,5763,0.9,1
Kepler-960 b,Kepler-960,1,1,Transit,2016,3.12686223,,,,0,1392,4854,1.75,0.97
Kepler-960 b,Kepler-960,1,1,Transit,2016,3.12686223,,,,0,1392,4854,1.75,0.97
Kepler-960 b,Kepler-960,1,1,Transit,2016,3.1268651,,,,0,879,4735,0.7,0.68
Kepler-960 b,Kepler-960,1,1,Transit,2016,3.12686239,,,,,,4508.31,0.79,0.71
Kepler-960 b,Kepler-960,1,1,Transit,2016,3.12686119,,,,0,1391,4854,1.75,0.97
Kepler-960 b,Kepler-960,1,1,Transit,2016,3.127,0.204,,,,,4755,0.72,0.77
Kepler-960 b,Kepler-960,1,1,Transit,2016,,0.18,,,,,4773,0.69,
Kepler-960 b,Kepler-960,1,1,Transit,2016,3.12686223,,,,0,1392,4854,1.75,0.97
Kepler-960 b,Kepler-960,1,1,Transit,2016,3.12686312,,,,,,4508.31,0.79,0.71
Kepler-961 b,Kepler-961,1,1,Transit,2016,,0.222,,,,,5560,0.85,
Kepler-961 b,Kepler-961,1,1,Transit,2016,16.87723335,,,,,,5553,0.86,0.98
Kepler-961 b,Kepler-961,1,1,Transit,2016,16.87728598,,,,,,5553,0.86,0.98
Kepler-961 b,Kepler-961,1,1,Transit,2016,16.877,0.227,,,,,5582,0.9,0.96
Kepler-961 b,Kepler-961,1,1,Transit,2016,16.877342,,,,0,747,5723,1.09,0.91
Kepler-961 b,Kepler-961,1,1,Transit,2016,16.87727414,,,,0,752,5780,1,1
Kepler-961 b,Kepler-961,1,1,Transit,2016,16.87727414,,,,0,752,5780,1,1
Kepler-961 b,Kepler-961,1,1,Transit,2016,16.87725775,,,,0,642,5497,0.87,0.9
Kepler-961 b,Kepler-961,1,1,Transit,2016,16.87727414,,,,0,752,5780,1.11,0.98
Kepler-962 b,Kepler-962,1,1,Transit,2016,12.05705659,,,,0,689,5365,0.83,0.87
Kepler-962 b,Kepler-962,1,1,Transit,2016,12.05707239,,,,0,652,5408,0.7,0.74
Kepler-962 b,Kepler-962,1,1,Transit,2016,12.05707239,,,,0,652,5408,0.7,0.74
Kepler-962 b,Kepler-962,1,1,Transit,2016,12.05707239,,,,0,652,5408,0.7,0.74
Kepler-962 b,Kepler-962,1,1,Transit,2016,12.05707387,,,,,,5443.81,0.83,0.95
Kepler-962 b,Kepler-962,1,1,Transit,2016,12.05706738,,,,,,5443.81,0.83,0.95
Kepler-962 b,Kepler-962,1,1,Transit,2016,12.057,0.176,,,,,5478,0.86,0.93
Kepler-962 b,Kepler-962,1,1,Transit,2016,,0.17,,,,,5450,0.81,
Kepler-962 b,Kepler-962,1,1,Transit,2016,12.057086,,,,0,683,5486,0.79,0.89
Kepler-963 b,Kepler-963,1,1,Transit,2016,9.976834,,,,0,807,5488,0.94,0.83
Kepler-963 b,Kepler-963,1,1,Transit,2016,9.97685552,,,,,,5352,0.9,0.93
Kepler-963 b,Kepler-963,1,1,Transit,2016,9.977,0.237,,,,,5461,0.87,0.91
Kepler-963 b,Kepler-963,1,1,Transit,2016,9.97683018,,,,,,5352,0.9,0.93
Kepler-963 b,Kepler-963,1,1,Transit,2016,,0.234,,,,,5498,0.86,
Kepler-963 b,Kepler-963,1,1,Transit,2016,9.97682072,,,,0,802,5500,0.93,0.82
Kepler-963 b,Kepler-963,1,1,Transit,2016,9.97683705,,,,0,802,5500,0.93,0.82
Kepler-963 b,Kepler-963,1,1,Transit,2016,9.97683705,,,,0,802,5500,0.93,0.82
Kepler-963 b,Kepler-963,1,1,Transit,2016,9.97683705,,,,0,802,5500,0.93,0.82
Kepler-964 b,Kepler-964,1,1,Transit,2016,13.52252364,,,,0,652,5338,0.82,0.88
Kepler-964 b,Kepler-964,1,1,Transit,2016,13.5225106,,,,0,943,5659,1.63,1.08
Kepler-964 b,Kepler-964,1,1,Transit,2016,13.5225106,,,,0,943,5659,1.63,1.08
Kepler-964 b,Kepler-964,1,1,Transit,2016,13.5225106,,,,0,943,5659,1.63,1.08
Kepler-964 b,Kepler-964,1,1,Transit,2016,,0.187,,,,,5391,0.81,
Kepler-964 b,Kepler-964,1,1,Transit,2016,13.52252066,,,,,,5368.85,0.81,0.93
Kepler-964 b,Kepler-964,1,1,Transit,2016,13.523,0.189,,,,,5427,0.84,0.93
Kepler-964 b,Kepler-964,1,1,Transit,2016,13.52251625,,,,,,5368.85,0.81,0.93
Kepler-964 b,Kepler-964,1,1,Transit,2016,13.522604,,,,0,909,5545,1.49,0.93
Kepler-965 b,Kepler-965,1,1,Transit,2016,134.2527298,,,,0,340,5973,0.83,0.91
Kepler-965 b,Kepler-965,1,1,Transit,2016,134.2527298,,,,0,340,5973,0.83,0.91
Kepler-965 b,Kepler-965,1,1,Transit,2016,134.2519,,,,0,356,6010,0.94,1.04
Kepler-965 b,Kepler-965,1,1,Transit,2016,134.2522154,,,,,,6022.29,1.09,1.12
Kepler-965 b,Kepler-965,1,1,Transit,2016,134.2527298,,,,0,340,5973,0.83,0.91
Kepler-965 b,Kepler-965,1,1,Transit,2016,134.253,0.302,,,,,5886,1.15,1.05
Kepler-965 b,Kepler-965,1,1,Transit,2016,,0.281,,,,,5881,1.1,
Kepler-965 b,Kepler-965,1,1,Transit,2016,134.2520474,,,,0,393,5818,1.2,0.99
Kepler-965 b,Kepler-965,1,1,Transit,2016,134.25105397,,,,,,6022.29,1.09,1.12
Kepler-966 b,Kepler-966,1,1,Transit,2016,99.7468804,,,,0,391,5620,0.97,0.8
