pl_name,hostname,sy_snum,sy_pnum,discoverymethod,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens
Kepler-577 b,Kepler-577,1,1,Transit,4984.00,0.73,0.78,-0.140,[Fe/H],,4.61,3.800,
Kepler-577 b,Kepler-577,1,1,Transit,4987.00,0.71,0.83,,,0.279,4.66,,2.3478
Kepler-577 b,Kepler-577,1,1,Transit,4987.00,0.71,0.83,,,0.279,4.66,,2.3478
Kepler-577 b,Kepler-577,1,1,Transit,3789.00,0.75,,,,,,,
Kepler-577 b,Kepler-577,1,1,Transit,5057.00,0.69,0.78,,,,4.66,0.800,
Kepler-577 b,Kepler-577,1,1,Transit,3789.00,0.48,0.50,-0.210,[Fe/H],,4.77,,
Kepler-577 b,Kepler-577,1,1,Transit,3789.00,0.48,0.50,-0.210,[Fe/H],,4.77,,
Kepler-577 b,Kepler-577,1,1,Transit,3789.00,0.48,0.50,-0.210,[Fe/H],,4.77,,
Kepler-577 b,Kepler-577,1,1,Transit,3787.00,0.48,0.50,-0.220,[Fe/H],,4.78,,
Kepler-578 b,Kepler-578,1,1,Transit,4833.00,0.85,,,,,,,
Kepler-578 b,Kepler-578,1,1,Transit,5267.00,0.81,0.90,,,0.460,4.57,,1.6634
Kepler-578 b,Kepler-578,1,1,Transit,5267.00,0.81,0.90,,,0.460,4.57,,1.6634
Kepler-578 b,Kepler-578,1,1,Transit,5334.00,0.83,0.87,-0.030,[Fe/H],,4.54,4.680,
Kepler-578 b,Kepler-578,1,1,Transit,5337.00,0.87,0.80,,,,4.46,13.900,
Kepler-578 b,Kepler-578,1,1,Transit,5417.00,1.07,0.88,0.120,[Fe/H],,4.33,,
Kepler-578 b,Kepler-578,1,1,Transit,4868.00,1.82,0.96,0.320,[Fe/H],,3.90,,
Kepler-578 b,Kepler-578,1,1,Transit,5417.00,1.07,0.88,0.120,[Fe/H],,4.33,,
Kepler-578 b,Kepler-578,1,1,Transit,5417.00,1.07,0.88,0.120,[Fe/H],,4.33,,
Kepler-579 b,Kepler-579,1,1,Transit,5516.00,0.77,0.97,,,0.489,4.66,,2.1604
Kepler-579 b,Kepler-579,1,1,Transit,5516.00,0.77,0.97,,,0.489,4.66,,2.1604
Kepler-579 b,Kepler-579,1,1,Transit,5287.00,0.79,,,,,,,
Kepler-579 b,Kepler-579,1,1,Transit,5288.00,0.84,0.88,0.100,[Fe/H],,4.54,,
Kepler-579 b,Kepler-579,1,1,Transit,5636.00,0.96,0.99,0.130,[Fe/H],,4.47,4.070,
Kepler-579 b,Kepler-579,1,1,Transit,5288.00,0.84,0.88,0.100,[Fe/H],,4.54,,
Kepler-579 b,Kepler-579,1,1,Transit,5288.00,0.84,0.88,0.100,[Fe/H],,4.54,,
Kepler-579 b,Kepler-579,1,1,Transit,5214.00,0.80,0.78,,,,4.53,12.500,
Kepler-579 b,Kepler-579,1,1,Transit,5288.00,0.84,0.88,0.100,[Fe/H],,4.54,,
Kepler-58 b,Kepler-58,1,3,Transit,5776.00,0.99,,,,,,,
Kepler-58 b,Kepler-58,1,3,Transit,5843.00,1.03,0.95,,,,4.39,,
Kepler-58 b,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 b,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 b,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 b,Kepler-58,1,3,Transit,,1.08,1.02,,,,,,
Kepler-58 b,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 b,Kepler-58,1,3,Transit,6082.00,1.09,1.04,,,,4.38,4.000,
Kepler-58 b,Kepler-58,1,3,Transit,5707.00,1.02,1.02,,,0.990,4.43,,0.9670
Kepler-58 b,Kepler-58,1,3,Transit,5707.00,1.02,1.02,,,0.990,4.43,,0.9670
Kepler-58 b,Kepler-58,1,3,Transit,6429.00,1.50,1.33,0.090,[Fe/H],,4.20,2.140,
Kepler-58 c,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 c,Kepler-58,1,3,Transit,5776.00,0.99,,,,,,,
Kepler-58 c,Kepler-58,1,3,Transit,5843.00,1.03,0.95,,,,4.39,,
Kepler-58 c,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 c,Kepler-58,1,3,Transit,6082.00,1.09,1.04,,,,4.38,4.000,
Kepler-58 c,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 c,Kepler-58,1,3,Transit,,1.08,1.02,,,,,,
Kepler-58 c,Kepler-58,1,3,Transit,5707.00,1.02,1.02,,,0.990,4.43,,0.9670
Kepler-58 c,Kepler-58,1,3,Transit,6429.00,1.50,1.33,0.090,[Fe/H],,4.20,2.140,
Kepler-58 c,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 c,Kepler-58,1,3,Transit,5707.00,1.02,1.02,,,0.990,4.43,,0.9670
Kepler-58 d,Kepler-58,1,3,Transit,5707.00,1.02,1.02,,,0.990,4.43,,0.9670
Kepler-58 d,Kepler-58,1,3,Transit,6429.00,1.50,1.33,0.090,[Fe/H],,4.20,2.140,
Kepler-58 d,Kepler-58,1,3,Transit,6082.00,1.09,1.04,,,,4.38,4.000,
Kepler-58 d,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 d,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 d,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 d,Kepler-58,1,3,Transit,6100.00,1.08,1.02,-0.120,[Fe/H],,4.38,,
Kepler-58 d,Kepler-58,1,3,Transit,6099.00,1.13,,,,,4.37,,
Kepler-58 d,Kepler-58,1,3,Transit,5707.00,1.02,1.02,,,0.990,4.43,,0.9670
Kepler-58 d,Kepler-58,1,3,Transit,5776.00,0.99,,,,,,,
Kepler-580 b,Kepler-580,1,1,Transit,4270.00,0.56,0.59,,,,4.71,13.800,
Kepler-580 b,Kepler-580,1,1,Transit,4263.00,0.65,0.67,,,0.127,4.63,,2.4032
Kepler-580 b,Kepler-580,1,1,Transit,4298.00,0.64,0.67,-0.060,[Fe/H],,4.66,3.470,
Kepler-580 b,Kepler-580,1,1,Transit,4263.00,0.65,0.67,,,0.127,4.63,,2.4032
Kepler-580 b,Kepler-580,1,1,Transit,4003.00,0.56,0.58,-0.130,[Fe/H],,4.71,,
Kepler-580 b,Kepler-580,1,1,Transit,4003.00,0.56,0.58,-0.130,[Fe/H],,4.71,,
Kepler-580 b,Kepler-580,1,1,Transit,4213.00,0.61,0.63,-0.100,[Fe/H],,4.66,,
Kepler-580 b,Kepler-580,1,1,Transit,4003.00,0.56,0.58,-0.130,[Fe/H],,4.71,,
Kepler-580 b,Kepler-580,1,1,Transit,4213.00,0.63,,,,,,,
Kepler-581 b,Kepler-581,1,1,Transit,5538.00,1.03,0.93,0.140,[Fe/H],,4.38,,
Kepler-581 b,Kepler-581,1,1,Transit,5601.00,0.83,0.91,-0.120,[Fe/H],,4.56,,
Kepler-581 b,Kepler-581,1,1,Transit,5577.00,0.81,0.92,,,,4.58,0.500,
Kepler-581 b,Kepler-581,1,1,Transit,5674.00,0.85,1.01,,,0.677,4.58,,1.6364
Kepler-581 b,Kepler-581,1,1,Transit,5674.00,0.85,1.01,,,0.677,4.58,,1.6364
Kepler-581 b,Kepler-581,1,1,Transit,5538.00,0.86,,,,,,,
Kepler-581 b,Kepler-581,1,1,Transit,5601.00,0.83,0.91,-0.120,[Fe/H],,4.56,,
Kepler-581 b,Kepler-581,1,1,Transit,5601.00,0.83,0.91,-0.120,[Fe/H],,4.56,,
Kepler-581 b,Kepler-581,1,1,Transit,5772.00,1.00,1.00,0.030,[Fe/H],,4.44,4.070,
Kepler-582 b,Kepler-582,1,1,Transit,5289.00,0.84,0.77,-0.180,[Fe/H],,4.48,,
Kepler-582 b,Kepler-582,1,1,Transit,5289.00,0.84,0.77,-0.180,[Fe/H],,4.48,,
Kepler-582 b,Kepler-582,1,1,Transit,5289.00,0.84,0.77,-0.180,[Fe/H],,4.48,,
Kepler-582 b,Kepler-582,1,1,Transit,5289.00,0.84,0.77,-0.180,[Fe/H],,4.48,,
Kepler-582 b,Kepler-582,1,1,Transit,5288.00,0.75,,,,,,,
Kepler-582 b,Kepler-582,1,1,Transit,5564.00,0.91,0.93,0.010,[Fe/H],,4.49,4.470,
Kepler-582 b,Kepler-582,1,1,Transit,5100.00,0.80,0.86,,,0.385,4.57,,1.7109
Kepler-582 b,Kepler-582,1,1,Transit,5100.00,0.80,0.86,,,0.385,4.57,,1.7109
Kepler-582 b,Kepler-582,1,1,Transit,5285.00,0.84,0.79,,,,4.49,13.700,
Kepler-583 b,Kepler-583,1,1,Transit,5638.00,0.97,,,,,,,
Kepler-583 b,Kepler-583,1,1,Transit,5638.00,1.15,1.03,0.320,[Fe/H],,4.33,,
Kepler-583 b,Kepler-583,1,1,Transit,5638.00,1.15,1.03,0.320,[Fe/H],,4.33,,
Kepler-583 b,Kepler-583,1,1,Transit,5638.00,1.15,1.03,0.320,[Fe/H],,4.33,,
Kepler-583 b,Kepler-583,1,1,Transit,5638.00,1.15,1.03,0.320,[Fe/H],,4.33,,
Kepler-583 b,Kepler-583,1,1,Transit,5329.00,1.04,0.92,,,0.793,4.36,,0.8065
Kepler-583 b,Kepler-583,1,1,Transit,5329.00,1.04,0.92,,,0.793,4.36,,0.8065
Kepler-583 b,Kepler-583,1,1,Transit,5523.00,0.91,0.94,0.070,[Fe/H],,4.50,4.470,
Kepler-583 b,Kepler-583,1,1,Transit,5482.00,0.96,0.83,,,,4.40,13.700,
Kepler-584 b,Kepler-584,1,1,Transit,6167.00,1.59,1.18,,,3.312,4.10,,0.2913
Kepler-584 b,Kepler-584,1,1,Transit,6520.00,1.22,1.28,0.070,[Fe/H],,4.38,,
Kepler-584 b,Kepler-584,1,1,Transit,6466.00,1.18,1.21,-0.040,[Fe/H],,4.37,,
Kepler-584 b,Kepler-584,1,1,Transit,6466.00,1.18,1.21,-0.040,[Fe/H],,4.37,,
Kepler-584 b,Kepler-584,1,1,Transit,6466.00,1.18,1.21,-0.040,[Fe/H],,4.37,,
Kepler-584 b,Kepler-584,1,1,Transit,6195.00,1.24,1.17,0.020,[Fe/H],,4.31,2.880,
Kepler-584 b,Kepler-584,1,1,Transit,6167.00,1.59,1.18,,,3.312,4.10,,0.2913
Kepler-584 b,Kepler-584,1,1,Transit,6519.00,1.57,,,,,,,
Kepler-584 b,Kepler-584,1,1,Transit,6491.00,1.14,1.20,,,,4.40,0.300,
Kepler-585 b,Kepler-585,1,1,Transit,5669.00,1.09,0.89,,,,4.32,12.100,
Kepler-585 b,Kepler-585,1,1,Transit,5593.00,0.93,0.96,0.030,[Fe/H],,4.49,3.630,
Kepler-585 b,Kepler-585,1,1,Transit,5481.48,0.92,0.96,0.287,[M/H],0.687,4.49,,1.2380
Kepler-585 b,Kepler-585,1,1,Transit,5542.00,0.90,,,,,,,
Kepler-585 b,Kepler-585,1,1,Transit,5461.00,0.90,0.93,0.120,[Fe/H],,4.50,,
Kepler-585 b,Kepler-585,1,1,Transit,5749.00,1.17,0.99,0.100,[Fe/H],,4.30,,
Kepler-585 b,Kepler-585,1,1,Transit,5749.00,1.17,0.99,0.100,[Fe/H],,4.30,,
Kepler-585 b,Kepler-585,1,1,Transit,5749.00,1.17,0.99,0.100,[Fe/H],,4.30,,
Kepler-585 b,Kepler-585,1,1,Transit,5481.48,0.92,0.96,0.287,[M/H],0.687,4.49,,1.2380
Kepler-586 b,Kepler-586,1,1,Transit,5705.00,0.98,1.09,0.360,[Fe/H],,4.50,,
Kepler-586 b,Kepler-586,1,1,Transit,5705.00,0.98,1.09,0.360,[Fe/H],,4.50,,
Kepler-586 b,Kepler-586,1,1,Transit,5712.00,0.90,,,,,,,
Kepler-586 b,Kepler-586,1,1,Transit,5261.33,1.02,0.90,0.352,[M/H],0.723,4.37,,0.8401
Kepler-586 b,Kepler-586,1,1,Transit,5703.00,0.97,1.09,0.360,[Fe/H],,4.50,,
Kepler-586 b,Kepler-586,1,1,Transit,5575.00,0.92,0.94,0.000,[Fe/H],,4.50,4.170,
Kepler-586 b,Kepler-586,1,1,Transit,5526.00,0.80,0.90,,,,4.58,0.800,
Kepler-586 b,Kepler-586,1,1,Transit,5705.00,0.98,1.09,0.360,[Fe/H],,4.50,,
Kepler-586 b,Kepler-586,1,1,Transit,5261.33,1.02,0.90,0.352,[M/H],0.723,4.37,,0.8401
Kepler-587 b,Kepler-587,1,1,Transit,5757.00,0.87,0.97,-0.080,[Fe/H],,4.54,,
Kepler-587 b,Kepler-587,1,1,Transit,5757.00,0.87,0.97,-0.080,[Fe/H],,4.54,,
Kepler-587 b,Kepler-587,1,1,Transit,5749.00,0.86,0.96,-0.100,[Fe/H],,4.55,,
Kepler-587 b,Kepler-587,1,1,Transit,5755.00,0.81,,,,,,,
Kepler-587 b,Kepler-587,1,1,Transit,5467.00,0.85,0.96,,,0.578,4.56,,1.5765
Kepler-587 b,Kepler-587,1,1,Transit,5467.00,0.85,0.96,,,0.578,4.56,,1.5765
Kepler-587 b,Kepler-587,1,1,Transit,5549.00,0.89,0.92,-0.050,[Fe/H],,4.51,4.790,
Kepler-587 b,Kepler-587,1,1,Transit,5723.00,0.85,0.96,,,,4.56,0.400,
Kepler-587 b,Kepler-587,1,1,Transit,5757.00,0.87,0.97,-0.080,[Fe/H],,4.54,,
Kepler-588 b,Kepler-588,1,1,Transit,6115.00,0.98,1.07,,,,4.49,0.300,
Kepler-588 b,Kepler-588,1,1,Transit,5835.00,1.00,1.01,0.000,[Fe/H],,4.44,4.070,
Kepler-588 b,Kepler-588,1,1,Transit,5742.00,1.28,1.03,,,1.611,4.23,,0.4882
Kepler-588 b,Kepler-588,1,1,Transit,6123.00,0.99,1.05,-0.140,[Fe/H],,4.47,,
Kepler-588 b,Kepler-588,1,1,Transit,5742.00,1.28,1.03,,,1.611,4.23,,0.4882
Kepler-588 b,Kepler-588,1,1,Transit,6123.00,0.99,1.05,-0.140,[Fe/H],,4.47,,
Kepler-588 b,Kepler-588,1,1,Transit,6123.00,0.99,1.05,-0.140,[Fe/H],,4.47,,
Kepler-588 b,Kepler-588,1,1,Transit,6128.00,1.24,,,,,,,
Kepler-588 b,Kepler-588,1,1,Transit,6123.00,0.99,1.05,-0.140,[Fe/H],,4.47,,
Kepler-589 b,Kepler-589,1,1,Transit,5372.00,0.92,0.83,-0.020,[Fe/H],,4.43,,
Kepler-589 b,Kepler-589,1,1,Transit,5372.00,0.92,0.83,-0.020,[Fe/H],,4.43,,
Kepler-589 b,Kepler-589,1,1,Transit,5372.00,0.92,0.83,-0.020,[Fe/H],,4.43,,
Kepler-589 b,Kepler-589,1,1,Transit,5372.00,0.92,0.83,-0.020,[Fe/H],,4.43,,
Kepler-589 b,Kepler-589,1,1,Transit,5337.00,0.87,0.80,,,,4.46,14.000,
Kepler-589 b,Kepler-589,1,1,Transit,5296.00,0.83,0.88,0.010,[Fe/H],,4.55,4.470,
Kepler-589 b,Kepler-589,1,1,Transit,5377.00,0.78,,,,,,,
Kepler-589 b,Kepler-589,1,1,Transit,5262.00,0.81,0.90,,,0.450,4.58,,1.7109
Kepler-589 b,Kepler-589,1,1,Transit,5262.00,0.81,0.90,,,0.450,4.58,,1.7109
Kepler-59 b,Kepler-59,1,2,Transit,6305.00,1.01,1.07,-0.260,[Fe/H],,4.46,,
Kepler-59 b,Kepler-59,1,2,Transit,6305.00,1.01,1.07,-0.260,[Fe/H],,4.46,,
Kepler-59 b,Kepler-59,1,2,Transit,5884.00,1.37,,,,,,,
Kepler-59 b,Kepler-59,1,2,Transit,6074.00,0.94,1.04,,,,4.51,,
Kepler-59 b,Kepler-59,1,2,Transit,6296.00,1.01,1.07,-0.260,[Fe/H],,4.46,,
Kepler-59 b,Kepler-59,1,2,Transit,6085.00,1.17,1.12,0.020,[Fe/H],,4.35,3.310,
Kepler-59 b,Kepler-59,1,2,Transit,6314.00,1.06,1.14,,,,4.45,0.260,
Kepler-59 b,Kepler-59,1,2,Transit,6305.00,1.01,1.07,-0.260,[Fe/H],,4.46,,
Kepler-59 b,Kepler-59,1,2,Transit,6023.00,1.33,1.12,,,2.107,4.24,,0.4726
Kepler-59 c,Kepler-59,1,2,Transit,6305.00,1.01,1.07,-0.260,[Fe/H],,4.46,,
Kepler-59 c,Kepler-59,1,2,Transit,6296.00,1.01,1.07,-0.260,[Fe/H],,4.46,,
Kepler-59 c,Kepler-59,1,2,Transit,6305.00,1.01,1.07,-0.260,[Fe/H],,4.46,,
Kepler-59 c,Kepler-59,1,2,Transit,5884.00,1.37,,,,,,,
Kepler-59 c,Kepler-59,1,2,Transit,6085.00,1.17,1.12,0.020,[Fe/H],,4.35,3.310,
Kepler-59 c,Kepler-59,1,2,Transit,6314.00,1.06,1.14,,,,4.45,0.260,
Kepler-59 c,Kepler-59,1,2,Transit,6305.00,1.01,1.07,-0.260,[Fe/H],,4.46,,
Kepler-59 c,Kepler-59,1,2,Transit,6074.00,0.94,1.04,,,,4.51,,
Kepler-59 c,Kepler-59,1,2,Transit,6023.00,1.33,1.12,,,2.107,4.24,,0.4726
Kepler-590 b,Kepler-590,1,1,Transit,6050.00,1.01,1.05,-0.040,[Fe/H],,4.45,,
Kepler-590 b,Kepler-590,1,1,Transit,6050.00,1.01,1.05,-0.040,[Fe/H],,4.45,,
Kepler-590 b,Kepler-590,1,1,Transit,6050.00,1.01,1.05,-0.040,[Fe/H],,4.45,,
Kepler-590 b,Kepler-590,1,1,Transit,6050.00,1.01,1.05,-0.040,[Fe/H],,4.45,,
Kepler-590 b,Kepler-590,1,1,Transit,6021.00,1.00,1.02,,,,4.44,3.000,
Kepler-590 b,Kepler-590,1,1,Transit,5799.81,1.72,1.04,0.241,[M/H],3.000,3.99,,0.2060
Kepler-590 b,Kepler-590,1,1,Transit,5799.81,1.72,1.04,0.241,[M/H],3.000,3.99,,0.2060
Kepler-590 b,Kepler-590,1,1,Transit,6000.00,1.15,1.10,0.070,[Fe/H],,4.35,3.550,
Kepler-590 b,Kepler-590,1,1,Transit,6052.00,1.65,,,,,,,
Kepler-591 b,Kepler-591,1,1,Transit,5458.00,0.94,,,,,,,
Kepler-591 b,Kepler-591,1,1,Transit,5460.00,1.17,0.91,0.160,[Fe/H],,4.26,,
Kepler-591 b,Kepler-591,1,1,Transit,5583.99,0.98,0.99,0.192,[M/H],0.836,4.45,,1.0625
Kepler-591 b,Kepler-591,1,1,Transit,5677.00,0.94,0.97,0.010,[Fe/H],,4.48,4.170,
Kepler-591 b,Kepler-591,1,1,Transit,5583.99,0.98,0.99,0.192,[M/H],0.836,4.45,,1.0625
Kepler-591 b,Kepler-591,1,1,Transit,5865.00,0.94,1.04,0.040,[Fe/H],,4.50,,
Kepler-591 b,Kepler-591,1,1,Transit,5865.00,0.94,1.04,0.040,[Fe/H],,4.50,,
Kepler-591 b,Kepler-591,1,1,Transit,5865.00,0.94,1.04,0.040,[Fe/H],,4.50,,
Kepler-591 b,Kepler-591,1,1,Transit,5803.00,0.87,0.98,,,,4.55,0.400,
Kepler-592 b,Kepler-592,1,1,Transit,5936.00,1.17,1.08,,,1.531,4.34,,0.6743
Kepler-592 b,Kepler-592,1,1,Transit,5913.00,1.04,1.04,-0.030,[Fe/H],,4.42,3.890,
Kepler-592 b,Kepler-592,1,1,Transit,5832.00,1.19,,,,,,,
Kepler-592 b,Kepler-592,1,1,Transit,6091.00,0.97,1.04,-0.140,[Fe/H],,4.49,,
Kepler-592 b,Kepler-592,1,1,Transit,6091.00,0.97,1.04,-0.140,[Fe/H],,4.49,,
Kepler-592 b,Kepler-592,1,1,Transit,6091.00,0.97,1.04,-0.140,[Fe/H],,4.49,,
Kepler-592 b,Kepler-592,1,1,Transit,5936.00,1.17,1.08,,,1.531,4.34,,0.6743
Kepler-592 b,Kepler-592,1,1,Transit,5831.00,1.12,1.05,0.160,[Fe/H],,4.36,,
Kepler-592 b,Kepler-592,1,1,Transit,6107.00,0.97,1.07,,,,4.49,0.400,
Kepler-593 b,Kepler-593,1,1,Transit,6191.00,1.01,1.01,-0.240,[Fe/H],,4.44,,
Kepler-593 b,Kepler-593,1,1,Transit,6191.00,1.01,1.01,-0.240,[Fe/H],,4.44,,
Kepler-593 b,Kepler-593,1,1,Transit,6196.00,1.02,,,,,,,
Kepler-593 b,Kepler-593,1,1,Transit,5967.00,1.10,1.08,0.040,[Fe/H],,4.39,3.630,
Kepler-593 b,Kepler-593,1,1,Transit,5902.23,1.05,1.07,0.100,[M/H],1.200,4.43,,0.9302
Kepler-593 b,Kepler-593,1,1,Transit,5902.23,1.05,1.07,0.100,[M/H],1.200,4.43,,0.9302
Kepler-593 b,Kepler-593,1,1,Transit,6202.00,1.05,1.09,,,,4.43,1.400,
Kepler-593 b,Kepler-593,1,1,Transit,6191.00,1.01,1.01,-0.240,[Fe/H],,4.44,,
Kepler-593 b,Kepler-593,1,1,Transit,6191.00,1.01,1.01,-0.240,[Fe/H],,4.44,,
Kepler-594 b,Kepler-594,1,1,Transit,5575.00,0.83,0.92,-0.080,[Fe/H],,4.56,,
Kepler-594 b,Kepler-594,1,1,Transit,5540.00,0.80,0.91,,,,4.59,0.500,
Kepler-594 b,Kepler-594,1,1,Transit,5485.00,0.87,0.91,-0.030,[Fe/H],,4.52,4.270,
Kepler-594 b,Kepler-594,1,1,Transit,5282.95,0.96,0.91,-0.089,[M/H],0.641,4.44,,1.0427
Kepler-594 b,Kepler-594,1,1,Transit,5575.00,0.83,0.92,-0.080,[Fe/H],,4.56,,
Kepler-594 b,Kepler-594,1,1,Transit,5566.00,0.90,,,,,,,
Kepler-594 b,Kepler-594,1,1,Transit,5569.00,0.83,0.93,-0.080,[Fe/H],,4.57,,
Kepler-594 b,Kepler-594,1,1,Transit,5575.00,0.83,0.92,-0.080,[Fe/H],,4.56,,
Kepler-594 b,Kepler-594,1,1,Transit,5282.95,0.96,0.91,-0.089,[M/H],0.641,4.44,,1.0427
Kepler-595 b,Kepler-595,1,1,Transit,5271.00,0.82,0.93,0.210,[Fe/H],,4.58,,
Kepler-595 b,Kepler-595,1,1,Transit,5271.00,0.82,0.93,0.210,[Fe/H],,4.58,,
Kepler-595 b,Kepler-595,1,1,Transit,5271.00,0.82,0.93,0.210,[Fe/H],,4.58,,
Kepler-595 b,Kepler-595,1,1,Transit,5171.00,0.72,0.81,,,,4.62,2.700,
Kepler-595 b,Kepler-595,1,1,Transit,5247.00,0.83,0.87,0.080,[Fe/H],,4.54,4.900,
Kepler-595 b,Kepler-595,1,1,Transit,5138.50,0.85,0.87,0.406,[M/H],0.449,4.52,,1.4391
Kepler-595 b,Kepler-595,1,1,Transit,5108.00,0.84,,,,,,,
Kepler-595 b,Kepler-595,1,1,Transit,5121.00,0.89,0.82,0.180,[Fe/H],,4.46,,
Kepler-596 b,Kepler-596,1,1,Transit,6008.00,1.17,1.12,0.140,[Fe/H],,4.35,,
Kepler-596 b,Kepler-596,1,1,Transit,6343.00,1.11,1.07,-0.160,[Fe/H],,4.38,,
Kepler-596 b,Kepler-596,1,1,Transit,6343.00,1.11,1.07,-0.160,[Fe/H],,4.38,,
Kepler-596 b,Kepler-596,1,1,Transit,6343.00,1.11,1.07,-0.160,[Fe/H],,4.38,,
Kepler-596 b,Kepler-596,1,1,Transit,5984.00,1.32,,,,,,,
Kepler-596 b,Kepler-596,1,1,Transit,6098.00,1.29,1.15,,,2.063,4.28,,0.5397
Kepler-596 b,Kepler-596,1,1,Transit,6098.00,1.29,1.15,,,2.063,4.28,,0.5397
Kepler-596 b,Kepler-596,1,1,Transit,6267.00,1.32,1.21,0.030,[Fe/H],,4.27,2.690,
Kepler-596 b,Kepler-596,1,1,Transit,6354.00,1.09,1.16,,,,4.43,0.400,
Kepler-597 b,Kepler-597,1,1,Transit,5870.00,0.87,0.96,-0.200,[Fe/H],,4.54,,
Kepler-597 b,Kepler-597,1,1,Transit,5870.00,0.87,0.96,-0.200,[Fe/H],,4.54,,
Kepler-597 b,Kepler-597,1,1,Transit,5627.00,0.94,0.93,0.000,[Fe/H],,4.45,,
Kepler-597 b,Kepler-597,1,1,Transit,5695.00,0.95,,,,,,,
Kepler-597 b,Kepler-597,1,1,Transit,5652.97,1.00,1.00,0.161,[M/H],0.926,4.44,,0.9904
Kepler-597 b,Kepler-597,1,1,Transit,5683.00,0.95,0.97,-0.010,[Fe/H],,4.47,4.270,
Kepler-597 b,Kepler-597,1,1,Transit,5652.97,1.00,1.00,0.161,[M/H],0.926,4.44,,0.9904
Kepler-597 b,Kepler-597,1,1,Transit,5870.00,0.89,1.00,,,,4.54,0.300,
Kepler-597 b,Kepler-597,1,1,Transit,5870.00,0.87,0.96,-0.200,[Fe/H],,4.54,,
Kepler-598 b,Kepler-598,1,1,Transit,5252.00,0.90,0.81,0.040,[Fe/H],,4.44,,
Kepler-598 b,Kepler-598,1,1,Transit,5307.00,0.86,0.87,0.020,[Fe/H],,4.51,7.590,
Kepler-598 b,Kepler-598,1,1,Transit,5245.00,0.90,0.90,0.030,[M/H],0.553,4.48,,1.2333
Kepler-598 b,Kepler-598,1,1,Transit,5245.00,0.90,0.85,,,,4.46,12.300,
Kepler-598 b,Kepler-598,1,1,Transit,5252.00,0.90,0.81,0.040,[Fe/H],,4.44,,
Kepler-598 b,Kepler-598,1,1,Transit,5252.00,0.90,0.81,0.040,[Fe/H],,4.44,,
Kepler-598 b,Kepler-598,1,1,Transit,5252.00,0.90,0.81,0.040,[Fe/H],,4.44,,
Kepler-598 b,Kepler-598,1,1,Transit,5274.00,0.86,,,,,,,
Kepler-599 b,Kepler-599,1,1,Transit,5185.00,0.84,0.78,-0.060,[Fe/H],,4.48,,
Kepler-599 b,Kepler-599,1,1,Transit,5185.00,0.84,0.78,-0.060,[Fe/H],,4.48,,
Kepler-599 b,Kepler-599,1,1,Transit,5185.00,0.84,0.78,-0.060,[Fe/H],,4.48,,
Kepler-599 b,Kepler-599,1,1,Transit,5185.00,0.84,0.78,-0.060,[Fe/H],,4.48,,
Kepler-599 b,Kepler-599,1,1,Transit,5148.00,0.78,0.76,,,,4.54,13.800,
Kepler-599 b,Kepler-599,1,1,Transit,5007.00,0.73,0.83,,,0.300,4.63,,2.1482
Kepler-599 b,Kepler-599,1,1,Transit,5127.00,0.79,0.83,-0.020,[Fe/H],,4.57,5.010,
Kepler-599 b,Kepler-599,1,1,Transit,5007.00,0.73,0.83,,,0.300,4.63,,2.1482
Kepler-599 b,Kepler-599,1,1,Transit,5177.00,0.69,,,,,,,
Kepler-6 b,Kepler-6,1,1,Transit,5826.00,1.08,1.14,,,,4.42,1.300,
Kepler-6 b,Kepler-6,1,1,Transit,5613.00,1.31,0.99,0.270,[M/H],1.546,4.20,,0.4356
Kepler-6 b,Kepler-6,1,1,Transit,5613.00,1.31,0.99,0.270,[M/H],1.546,4.20,,0.4356
Kepler-6 b,Kepler-6,1,1,Transit,5690.00,1.29,1.05,0.260,[Fe/H],,4.24,7.760,
Kepler-6 b,Kepler-6,1,1,Transit,5640.00,1.29,1.05,0.340,[Fe/H],,4.24,,
Kepler-6 b,Kepler-6,1,1,Transit,5640.00,1.29,1.05,0.340,[Fe/H],,4.24,,
